q,k,mated
088621L_20180207_2_1_2_csafe_boekhoff.tiff,082497L_20180425_2_2_1_csafe_boekhoff.tiff,False
152759L_20180221_2_1_2_csafe_dtmartin.tiff,151871L_20180509_2_2_1_jekruse.tiff,False
080478R_20180207_2_1_2_csafe_jekruse.tiff,105050R_20180509_2_1_1_jekruse.tiff,False
083929R_20180207_2_1_1_csafe_boekhoff.tiff,053900R_20180418_2_1_1_csafe_hanrahan.tiff,False
052203L_20180131_2_1_2_csafe_hanrahan.tiff,082497L_20180425_2_1_2_csafe_boekhoff.tiff,False
160138R_20180221_2_1_2_csafe_dtmartin.tiff,044022R_20180418_2_1_1_csafe_jekruse.tiff,False
033281L_20180131_2_1_1_csafe_hanrahan.tiff,065231L_20180418_2_2_1_csafe_hanrahan.tiff,False
095301L_20180214_2_2_1_csafe_hanrahan.tiff,081815L_20180425_2_1_1_csafe_boekhoff.tiff,False
069055L_20180207_2_1_1_csafe_boekhoff.tiff,083749L_20180425_2_2_1_tiltonm.tiff,False
098084L_20180214_2_2_2_csafe_hanrahan.tiff,081815L_20180425_2_2_1_csafe_boekhoff.tiff,False
092216L_20180214_2_1_2_csafe_tpashek.tiff,003271L_20180411_2_1_2_csafe_tpashek.tiff,False
028391R_20180124_2_1_2_csafe_boekhoff.tiff,014318R_20180411_2_2_2_csafe_tpashek.tiff,False
104052R_20180214_2_1_2_csafe_jekruse.tiff,144088R_20180502_2_2_1_jekruse.tiff,False
053900R_20180124_2_2_2_csafe_hanrahan.tiff,052702R_20180418_2_2_2_csafe_hanrahan.tiff,False
110978R_20180214_2_1_2_csafe_tpashek.tiff,073393R_20180425_2_2_2_csafe_boekhoff.tiff,False
048395R_20180124_2_1_1_csafe_jekruse.tiff,080478R_20180425_2_1_1_csafe_jekruse.tiff,False
104052R_20180214_2_1_1_csafe_jekruse.tiff,022867R_20180411_2_2_1_csafe_jekruse.tiff,False
105557L_20180214_2_2_1_csafe_jekruse.tiff,144363L_20180502_2_2_1_jekruse.tiff,False
069223R_20180207_2_1_2_csafe_boekhoff.tiff,083929R_20180425_2_1_1_tiltonm.tiff,False
160197L_20180221_2_2_1_csafe_dtmartin.tiff,077082L_20180425_2_1_1_csafe_jekruse.tiff,False
061703L_20180207_2_1_2_csafe_boekhoff.tiff,021345L_20180418_2_2_2_csafe_tpashek.tiff,False
039278L_20180131_2_1_2_csafe_jekruse.tiff,048462L_20180418_2_2_2_csafe_jekruse.tiff,False
021345L_20180124_2_1_1_csafe_tpashek.tiff,126068L_20180509_2_1_2_jekruse.tiff,False
087785R_20180207_2_1_1_csafe_boekhoff.tiff,100125R_20180502_2_2_1_tiltonm.tiff,False
119777L_20180214_2_2_2_csafe_hanrahan.tiff,132499L_20180425_2_1_1_jekruse.tiff,False
013046L_20180124_2_1_2_csafe_tpashek.tiff,133942L_20180509_2_2_1_jekruse.tiff,False
004756R_20180124_2_2_2_csafe_boekhoff.tiff,093161R_20180509_2_1_2_tiltonm.tiff,False
090160L_20180207_2_2_2_csafe_boekhoff.tiff,060706L_20180418_2_2_2_csafe_hanrahan.tiff,False
025677L_20180131_2_2_2_csafe_hanrahan.tiff,002054L_20180411_2_2_1_csafe_tpashek.tiff,False
151222R_20180226_2_2_1_csafe_bpbryson.tiff,125855R_20180509_2_1_2_jekruse.tiff,False
102154L_20180214_2_1_2_csafe_jekruse.tiff,144363L_20180502_2_2_2_jekruse.tiff,False
103485L_20180214_2_1_2_csafe_jekruse.tiff,063912L_20180425_2_2_2_csafe_jekruse.tiff,False
134426L_20180221_2_2_1_csafe_hanrahan.tiff,097136L_20180516_2_2_1_tiltonm.tiff,False
108416L_20180214_2_2_2_csafe_tpashek.tiff,040639L_20180418_2_1_2_csafe_tpashek.tiff,False
041672R_20180131_2_2_1_csafe_tpashek.tiff,023244R_20180411_2_2_1_csafe_hanrahan.tiff,False
133942L_20180221_2_2_1_csafe_tpashek.tiff,004888L_20180411_2_2_1_csafe_tpashek.tiff,False
026920L_20180124_2_1_1_csafe_jekruse.tiff,104158L_20180509_2_1_2_jekruse.tiff,False
127413L_20180221_2_2_1_csafe_hanrahan.tiff,084811L_20180425_2_2_2_csafe_boekhoff.tiff,False
089078L_20180131_2_1_2_csafe_jekruse.tiff,103485L_20180509_2_1_1_jekruse.tiff,False
075718L_20180207_2_1_2_csafe_boekhoff.tiff,008204L_20180411_2_1_1_csafe_tpashek.tiff,False
157104R_20180221_2_1_1_csafe_hanrahan.tiff,014318R_20180411_2_1_2_csafe_tpashek.tiff,False
024000R_20180124_2_2_1_csafe_jekruse.tiff,018311R_20180411_2_1_2_csafe_jekruse.tiff,False
060706L_20180131_2_2_2_csafe_hanrahan.tiff,157754L_20180502_2_2_2_jekruse.tiff,False
151871L_20180226_2_1_2_csafe_bpbryson.tiff,037549L_20180418_2_2_2_csafe_jekruse.tiff,False
134336R_20180221_2_1_1_csafe_hanrahan.tiff,053900R_20180418_2_1_1_csafe_hanrahan.tiff,False
019979R_20180124_2_1_1_csafe_tpashek.tiff,045804R_20180418_2_1_2_csafe_tpashek.tiff,False
129652R_20180221_2_1_2_csafe_tpashek.tiff,126848R_20180509_2_1_2_jekruse.tiff,False
086457L_20180221_2_1_1_csafe_hanrahan.tiff,084811L_20180425_2_1_2_csafe_boekhoff.tiff,False
103880R_20180214_2_2_2_csafe_jekruse.tiff,144088R_20180502_2_1_1_jekruse.tiff,False
097136L_20180214_2_1_1_csafe_hanrahan.tiff,020544L_20180411_2_2_1_csafe_hanrahan.tiff,False
083929R_20180207_2_2_1_csafe_boekhoff.tiff,019979R_20180411_2_1_2_csafe_hanrahan.tiff,False
140634L_20180221_2_1_1_csafe_hanrahan.tiff,013046L_20180411_2_1_2_csafe_tpashek.tiff,False
067241L_20180207_2_2_2_csafe_boekhoff.tiff,107599L_20180502_2_2_2_tiltonm.tiff,False
014450L_20180124_2_2_2_csafe_boekhoff.tiff,056495L_20180418_2_1_1_csafe_tpashek.tiff,False
051403L_20180131_2_1_2_csafe_jekruse.tiff,012550L_20180502_2_1_2_csafe_jekruse.tiff,False
069223R_20180207_2_2_1_csafe_boekhoff.tiff,023244R_20180411_2_2_2_csafe_hanrahan.tiff,False
133101R_20180221_2_1_2_csafe_tpashek.tiff,046560R_20180523_2_2_1_tiltonm.tiff,False
033281L_20180131_2_1_2_csafe_hanrahan.tiff,060706L_20180418_2_2_2_csafe_hanrahan.tiff,False
063912L_20180214_2_1_1_csafe_jekruse.tiff,039278L_20180418_2_1_2_csafe_jekruse.tiff,False
028882L_20180124_2_1_2_csafe_boekhoff.tiff,021345L_20180418_2_2_1_csafe_tpashek.tiff,False
088597R_20180207_2_2_2_csafe_boekhoff.tiff,108236R_20180502_2_1_2_tiltonm.tiff,False
152997R_20180221_2_2_1_csafe_dtmartin.tiff,043442R_20180418_2_1_2_csafe_jekruse.tiff,False
127413L_20180221_2_1_2_csafe_hanrahan.tiff,092216L_20180509_2_1_1_tiltonm.tiff,False
041672R_20180131_2_1_1_csafe_tpashek.tiff,008475R_20180411_2_1_1_csafe_tpashek.tiff,False
097195R_20180214_2_1_1_csafe_hanrahan.tiff,083929R_20180425_2_1_1_tiltonm.tiff,False
048462L_20180124_2_2_2_csafe_jekruse.tiff,015651L_20180411_2_2_2_csafe_jekruse.tiff,False
102420R_20180214_2_2_1_csafe_jekruse.tiff,015307R_20180411_2_2_2_csafe_jekruse.tiff,False
032826R_20180131_2_1_2_csafe_hanrahan.tiff,043442R_20180418_2_1_1_csafe_jekruse.tiff,False
146360R_20180221_2_2_2_csafe_hanrahan.tiff,023244R_20180411_2_2_1_csafe_hanrahan.tiff,False
076275L_20180226_2_2_1_csafe_bpbryson.tiff,018980L_20180411_2_1_2_csafe_jekruse.tiff,False
019979R_20180124_2_2_2_csafe_tpashek.tiff,053900R_20180418_2_2_2_csafe_hanrahan.tiff,False
112033R_20180214_2_2_2_csafe_jekruse.tiff,135791R_20180509_2_2_1_jekruse.tiff,False
033281L_20180131_2_2_2_csafe_hanrahan.tiff,066782L_20180418_2_2_1_csafe_hanrahan.tiff,False
028882L_20180124_2_1_1_csafe_boekhoff.tiff,033281L_20180509_2_1_1_tiltonm.tiff,False
102420R_20180214_2_2_2_csafe_jekruse.tiff,089280R_20180425_2_2_2_jekruse.tiff,False
014318R_20180124_2_1_1_csafe_boekhoff.tiff,157104R_20180502_2_2_1_jekruse.tiff,False
117875R_20180214_2_1_1_csafe_hanrahan.tiff,014318R_20180411_2_1_2_csafe_tpashek.tiff,False
081815L_20180131_2_2_1_csafe_hanrahan.tiff,134426L_20180502_2_2_2_jekruse.tiff,False
060706L_20180131_2_1_1_csafe_hanrahan.tiff,046013L_20180523_2_2_1_tiltonm.tiff,False
080592L_20180207_2_2_1_csafe_jekruse.tiff,063912L_20180425_2_1_2_csafe_jekruse.tiff,False
153514L_20180226_2_1_1_csafe_bpbryson.tiff,151871L_20180509_2_2_1_jekruse.tiff,False
072299R_20180207_2_2_1_csafe_boekhoff.tiff,127153R_20180502_2_2_2_jekruse.tiff,False
144363L_20180221_2_2_2_csafe_dtmartin.tiff,022065L_20180411_2_2_2_csafe_jekruse.tiff,False
021667R_20180124_2_2_2_csafe_tpashek.tiff,056968R_20180418_2_2_2_csafe_tpashek.tiff,False
084811L_20180221_2_2_2_csafe_hanrahan.tiff,003271L_20180411_2_1_1_csafe_tpashek.tiff,False
130691L_20180221_2_2_1_csafe_hanrahan.tiff,033281L_20180509_2_1_1_tiltonm.tiff,False
077082L_20180207_2_1_1_csafe_jekruse.tiff,138246L_20180502_2_2_2_jekruse.tiff,False
125567L_20180221_2_2_1_csafe_dtmartin.tiff,018980L_20180411_2_2_2_csafe_jekruse.tiff,False
056495L_20180131_2_2_2_csafe_tpashek.tiff,093150L_20180509_2_2_1_tiltonm.tiff,False
021667R_20180124_2_1_1_csafe_tpashek.tiff,129652R_20180502_2_2_2_jekruse.tiff,False
112374L_20180214_2_2_1_csafe_jekruse.tiff,063912L_20180425_2_1_1_csafe_jekruse.tiff,False
051739R_20180131_2_2_2_csafe_jekruse.tiff,038661R_20180418_2_1_1_csafe_jekruse.tiff,False
082317R_20180207_2_2_1_csafe_boekhoff.tiff,083929R_20180425_2_2_1_tiltonm.tiff,False
021667R_20180124_2_2_1_csafe_tpashek.tiff,126848R_20180509_2_1_1_jekruse.tiff,False
027121L_20180124_2_1_2_csafe_jekruse.tiff,156914L_20180502_2_2_1_jekruse.tiff,False
148763L_20180221_2_2_1_csafe_tpashek.tiff,083749L_20180425_2_2_2_tiltonm.tiff,False
120600L_20180214_2_2_1_csafe_hanrahan.tiff,068320L_20180425_2_1_1_csafe_boekhoff.tiff,False
084563R_20180221_2_1_1_csafe_hanrahan.tiff,101662R_20180501_2_2_2_tiltonm.tiff,False
012550L_20180124_2_1_1_csafe_jekruse.tiff,051403L_20180418_2_2_2_csafe_jekruse.tiff,False
014450L_20180124_2_2_1_csafe_boekhoff.tiff,133942L_20180509_2_1_1_jekruse.tiff,False
130829R_20180221_2_1_1_csafe_hanrahan.tiff,056968R_20180418_2_2_2_csafe_tpashek.tiff,False
013046L_20180124_2_2_2_csafe_tpashek.tiff,133942L_20180509_2_2_2_jekruse.tiff,False
091734L_20180214_2_2_2_csafe_boekhoff.tiff,081815L_20180425_2_1_1_csafe_boekhoff.tiff,False
146360R_20180221_2_2_1_csafe_hanrahan.tiff,088597R_20180425_2_1_1_csafe_boekhoff.tiff,False
039341R_20180131_2_1_2_csafe_jekruse.tiff,103880R_20180509_2_2_1_jekruse.tiff,False
015307R_20180124_2_1_1_csafe_jekruse.tiff,022867R_20180411_2_1_1_csafe_jekruse.tiff,False
043758L_20180214_2_1_2_csafe_jekruse.tiff,032520L_20180418_2_1_2_csafe_jekruse.tiff,False
001732L_20180124_2_1_2_csafe_jekruse.tiff,089078L_20180425_2_1_1_csafe_jekruse.tiff,False
086457L_20180221_2_2_2_csafe_hanrahan.tiff,084811L_20180425_2_1_2_csafe_boekhoff.tiff,False
155006R_20180226_2_2_1_csafe_bpbryson.tiff,150768R_20180502_2_2_2_jekruse.tiff,False
025004R_20180131_2_2_1_csafe_hanrahan.tiff,101662R_20180501_2_1_2_tiltonm.tiff,False
150768R_20180221_2_2_1_csafe_dtmartin.tiff,027853R_20180411_2_2_2_csafe_jekruse.tiff,False
001351R_20180124_2_1_1_csafe_jekruse.tiff,015307R_20180411_2_1_1_csafe_jekruse.tiff,False
065344R_20180207_2_2_2_csafe_boekhoff.tiff,073393R_20180425_2_2_1_csafe_boekhoff.tiff,False
024000R_20180124_2_2_2_csafe_jekruse.tiff,137736R_20180509_2_2_1_jekruse.tiff,False
049490R_20180131_2_1_1_csafe_jekruse.tiff,089280R_20180425_2_2_1_csafe_jekruse.tiff,False
053470L_20180124_2_1_1_csafe_hanrahan.tiff,019546L_20180411_2_1_1_csafe_hanrahan.tiff,False
027121L_20180124_2_2_1_csafe_jekruse.tiff,007961L_20180411_2_1_1_csafe_jekruse.tiff,False
093161R_20180214_2_1_1_csafe_tpashek.tiff,110978R_20180509_2_1_2_tiltonm.tiff,False
107599L_20180214_2_1_2_csafe_tpashek.tiff,117217L_20180502_2_1_2_tiltonm.tiff,False
013609R_20180124_2_1_1_csafe_tpashek.tiff,130829R_20180502_2_1_1_jekruse.tiff,False
033561R_20180131_2_1_2_csafe_hanrahan.tiff,117875R_20180502_2_1_1_tiltonm.tiff,False
119777L_20180214_2_1_2_csafe_hanrahan.tiff,004888L_20180411_2_2_1_csafe_tpashek.tiff,False
014318R_20180124_2_2_1_csafe_boekhoff.tiff,013609R_20180411_2_1_1_csafe_tpashek.tiff,False
116291R_20180214_2_2_2_csafe_hanrahan.tiff,121935R_20180502_2_1_2_jekruse.tiff,False
107614R_20180214_2_1_1_csafe_tpashek.tiff,119819R_20180509_2_1_1_tiltonm.tiff,False
133942L_20180221_2_2_2_csafe_tpashek.tiff,110412L_20180509_2_2_1_tiltonm.tiff,False
081247R_20180131_2_1_2_csafe_hanrahan.tiff,082317R_20180425_2_2_1_csafe_boekhoff.tiff,False
045804R_20180131_2_2_2_csafe_tpashek.tiff,041672R_20180418_2_1_2_csafe_hanrahan.tiff,False
048462L_20180124_2_2_1_csafe_jekruse.tiff,135037L_20180509_2_2_1_jekruse.tiff,False
060465R_20180131_2_1_2_csafe_hanrahan.tiff,067149R_20180425_2_1_2_csafe_boekhoff.tiff,False
157754L_20180221_2_1_1_csafe_hanrahan.tiff,132499L_20180425_2_1_2_jekruse.tiff,False
026973R_20180124_2_2_2_csafe_jekruse.tiff,039341R_20180418_2_2_2_csafe_jekruse.tiff,False
012352R_20180124_2_2_1_csafe_jekruse.tiff,152997R_20180509_2_1_1_jekruse.tiff,False
116404L_20180214_2_1_1_csafe_hanrahan.tiff,087354L_20180425_2_2_1_csafe_boekhoff.tiff,False
041725L_20180131_2_1_1_csafe_tpashek.tiff,040639L_20180418_2_1_1_csafe_tpashek.tiff,False
040683R_20180131_2_1_2_csafe_hanrahan.tiff,045804R_20180418_2_1_2_csafe_tpashek.tiff,False
032826R_20180131_2_1_1_csafe_hanrahan.tiff,012352R_20180502_2_2_1_csafe_jekruse.tiff,False
125567L_20180221_2_2_2_csafe_dtmartin.tiff,137513L_20180509_2_2_1_jekruse.tiff,False
112033R_20180214_2_1_2_csafe_jekruse.tiff,039341R_20180418_2_2_2_csafe_jekruse.tiff,False
063912L_20180214_2_1_2_csafe_jekruse.tiff,049924L_20180418_2_2_1_csafe_jekruse.tiff,False
023519L_20180124_2_2_1_csafe_boekhoff.tiff,082497L_20180425_2_1_1_csafe_boekhoff.tiff,False
025004R_20180131_2_1_1_csafe_hanrahan.tiff,084563R_20180425_2_2_2_csafe_boekhoff.tiff,False
045684L_20180131_2_2_1_csafe_tpashek.tiff,069055L_20180502_2_2_2_tiltonm.tiff,False
151871L_20180226_2_2_1_csafe_bpbryson.tiff,032520L_20180418_2_1_2_csafe_jekruse.tiff,False
092216L_20180214_2_2_1_csafe_tpashek.tiff,072582L_20180425_2_2_1_jekruse.tiff,False
050277R_20180131_2_1_2_csafe_jekruse.tiff,038661R_20180418_2_1_1_csafe_jekruse.tiff,False
092115R_20180214_2_1_1_csafe_tpashek.tiff,101662R_20180501_2_1_1_tiltonm.tiff,False
093161R_20180214_2_1_2_csafe_tpashek.tiff,117875R_20180502_2_1_1_tiltonm.tiff,False
067149R_20180207_2_1_2_csafe_boekhoff.tiff,073393R_20180425_2_2_2_csafe_boekhoff.tiff,False
093150L_20180214_2_1_2_csafe_tpashek.tiff,014450L_20180411_2_1_1_csafe_tpashek.tiff,False
045684L_20180131_2_1_2_csafe_tpashek.tiff,041725L_20180418_2_2_1_csafe_hanrahan.tiff,False
021345L_20180124_2_2_2_csafe_tpashek.tiff,046013L_20180523_2_2_2_tiltonm.tiff,False
068418R_20180207_2_2_2_csafe_boekhoff.tiff,100125R_20180502_2_2_1_tiltonm.tiff,False
097136L_20180214_2_1_2_csafe_hanrahan.tiff,088621L_20180425_2_2_1_csafe_boekhoff.tiff,False
061023R_20180207_2_1_2_csafe_boekhoff.tiff,054987R_20180418_2_2_2_csafe_tpashek.tiff,False
052702R_20180131_2_2_1_csafe_hanrahan.tiff,075110R_20180509_2_2_1_tiltonm.tiff,False
023244R_20180124_2_1_2_csafe_boekhoff.tiff,088597R_20180425_2_2_2_csafe_boekhoff.tiff,False
092115R_20180214_2_2_1_csafe_tpashek.tiff,002898R_20180411_2_1_2_csafe_tpashek.tiff,False
146976L_20180221_2_2_2_csafe_hanrahan.tiff,091734L_20180502_2_2_1_tiltonm.tiff,False
054987R_20180131_2_2_2_csafe_tpashek.tiff,117875R_20180502_2_1_2_tiltonm.tiff,False
157754L_20180221_2_1_2_csafe_hanrahan.tiff,004888L_20180411_2_1_1_csafe_tpashek.tiff,False
052702R_20180131_2_1_1_csafe_hanrahan.tiff,023244R_20180411_2_1_1_csafe_hanrahan.tiff,False
095995R_20180214_2_2_1_csafe_hanrahan.tiff,053900R_20180418_2_2_1_csafe_hanrahan.tiff,False
024000R_20180124_2_1_2_csafe_jekruse.tiff,018311R_20180411_2_2_2_csafe_jekruse.tiff,False
091734L_20180214_2_1_1_csafe_boekhoff.tiff,134426L_20180502_2_1_1_jekruse.tiff,False
119819R_20180214_2_1_2_csafe_hanrahan.tiff,033561R_20180509_2_1_2_tiltonm.tiff,False
117217L_20180214_2_1_1_csafe_hanrahan.tiff,157754L_20180502_2_1_1_jekruse.tiff,False
027853R_20180124_2_1_2_csafe_jekruse.tiff,155006R_20180509_2_1_2_jekruse.tiff,False
067149R_20180207_2_2_2_csafe_boekhoff.tiff,110978R_20180509_2_2_2_tiltonm.tiff,False
126068L_20180221_2_1_2_csafe_hanrahan.tiff,119777L_20180509_2_1_1_tiltonm.tiff,False
004888L_20180124_2_1_1_csafe_boekhoff.tiff,021345L_20180418_2_2_1_csafe_tpashek.tiff,False
157104R_20180221_2_2_1_csafe_hanrahan.tiff,067149R_20180425_2_1_1_csafe_boekhoff.tiff,False
077778R_20180207_2_2_2_csafe_jekruse.tiff,044022R_20180418_2_1_1_csafe_jekruse.tiff,False
003859R_20180124_2_1_1_csafe_boekhoff.tiff,092115R_20180509_2_1_2_tiltonm.tiff,False
065231L_20180207_2_2_1_csafe_boekhoff.tiff,126068L_20180509_2_1_2_jekruse.tiff,False
100845L_20180214_2_2_2_csafe_hanrahan.tiff,116404L_20180502_2_2_2_tiltonm.tiff,False
003859R_20180124_2_2_1_csafe_boekhoff.tiff,025004R_20180411_2_2_1_csafe_tpashek.tiff,False
086927R_20180221_2_1_2_csafe_hanrahan.tiff,101662R_20180501_2_1_2_tiltonm.tiff,False
130691L_20180221_2_1_2_csafe_hanrahan.tiff,110412L_20180509_2_1_1_tiltonm.tiff,False
044430L_20180131_2_1_2_csafe_jekruse.tiff,138246L_20180502_2_1_2_jekruse.tiff,False
032520L_20180131_2_1_2_csafe_martin.tiff,012550L_20180502_2_1_1_csafe_jekruse.tiff,False
072582L_20180207_2_2_2_csafe_boekhoff.tiff,025677L_20180411_2_2_1_csafe_tpashek.tiff,False
041725L_20180131_2_2_2_csafe_tpashek.tiff,083749L_20180425_2_2_2_tiltonm.tiff,False
127153R_20180221_2_1_2_csafe_hanrahan.tiff,084563R_20180425_2_1_2_csafe_boekhoff.tiff,False
144088R_20180221_2_1_2_csafe_dtmartin.tiff,049490R_20180418_2_2_2_csafe_jekruse.tiff,False
135037L_20180221_2_2_2_csafe_dtmartin.tiff,104158L_20180509_2_1_2_jekruse.tiff,False
134426L_20180221_2_1_1_csafe_hanrahan.tiff,097136L_20180516_2_1_1_tiltonm.tiff,False
045684L_20180131_2_1_1_csafe_tpashek.tiff,091734L_20180502_2_2_1_tiltonm.tiff,False
133101R_20180221_2_2_1_csafe_tpashek.tiff,119819R_20180509_2_1_2_tiltonm.tiff,False
068320L_20180207_2_1_1_csafe_boekhoff.tiff,121753L_20180502_2_2_2_jekruse.tiff,False
134336R_20180221_2_2_1_csafe_hanrahan.tiff,045804R_20180418_2_2_2_csafe_tpashek.tiff,False
129401L_20180221_2_2_2_csafe_tpashek.tiff,066782L_20180418_2_1_2_csafe_hanrahan.tiff,False
054987R_20180131_2_1_2_csafe_tpashek.tiff,119819R_20180509_2_2_2_tiltonm.tiff,False
148763L_20180221_2_1_1_csafe_tpashek.tiff,091734L_20180502_2_1_1_tiltonm.tiff,False
126068L_20180221_2_2_2_csafe_hanrahan.tiff,013046L_20180411_2_1_2_csafe_tpashek.tiff,False
022867R_20180124_2_1_1_csafe_bryson.tiff,089280R_20180425_2_2_1_csafe_jekruse.tiff,False
003859R_20180124_2_1_2_csafe_boekhoff.tiff,084563R_20180425_2_1_2_csafe_boekhoff.tiff,False
007961L_20180124_2_1_1_csafe_bryson.tiff,156914L_20180502_2_2_2_jekruse.tiff,False
022867R_20180124_2_2_1_csafe_bryson.tiff,135791R_20180509_2_2_2_jekruse.tiff,False
038661R_20180131_2_1_1_csafe_jekruse.tiff,051739R_20180418_2_1_1_csafe_jekruse.tiff,False
024113L_20180124_2_1_1_csafe_jekruse.tiff,051403L_20180418_2_2_1_csafe_jekruse.tiff,False
103880R_20180214_2_1_2_csafe_jekruse.tiff,135791R_20180509_2_2_1_jekruse.tiff,False
025004R_20180131_2_2_2_csafe_hanrahan.tiff,072299R_20180425_2_1_2_jekruse.tiff,False
087785R_20180207_2_2_2_csafe_boekhoff.tiff,100125R_20180502_2_2_2_tiltonm.tiff,False
004756R_20180124_2_1_1_csafe_boekhoff.tiff,061023R_20180425_2_1_2_jekruse.tiff,False
039341R_20180131_2_1_1_csafe_jekruse.tiff,103880R_20180509_2_1_1_jekruse.tiff,False
110978R_20180214_2_2_1_csafe_tpashek.tiff,014318R_20180411_2_2_1_csafe_tpashek.tiff,False
082317R_20180207_2_1_2_csafe_boekhoff.tiff,146360R_20180502_2_1_1_jekruse.tiff,False
018980L_20180124_2_1_1_csafe_bryson.tiff,032520L_20180418_2_2_1_csafe_jekruse.tiff,False
