File Name,Scan Method,Image Number,Replicate Number,Visit Number,Shoe Number,Shoe Make/Model,Shoe Size,Worker Names,Shoe Color,Foot
155006R_20180409_2_2_2_csafe_bpbryson.tiff,2D Scanner,2,2,2,155,Adidas/Seeley,10 M,csafe_bpbryson,Black,R
036893R_20171106_2_2_2_csafe_tpashek.tiff,2D Scanner,2,2,0,36,Adidas/Seeley,7.5 W,csafe_tpashek,Grey,R
053470L_20171113_2_1_1_csafe_bpbryson.tiff,2D Scanner,1,1,0,53,Nike/Winflo 4,8 W,csafe_bpbryson,Black/white-racer pink,L
136102R_20180221_2_2_2_csafe_hanrahan.tiff,2D Scanner,2,2,1,136,Nike/Winflo 4,8 W,csafe_hanrahan,Black/white-dark grey,R
142695R_20180221_2_2_2_csafe_tpashek.tiff,2D Scanner,2,2,1,142,Nike/Winflo 4,8 W,csafe_tpashek,Glacier-grey/black-anthracite,R
048395R_20180319_2_1_1_csafe_bpbryson.tiff,2D Scanner,1,1,2,48,Nike/Winflo 4,10.5 M,csafe_bpbryson,Athracite/dark grey-black,R
125855R_20180409_2_1_1_csafe_bpbryson.tiff,2D Scanner,1,1,2,125,Nike/Winflo 4,10 M,csafe_bpbryson,Athracite/dark grey-black,R
080478R_20180425_2_2_1_csafe_jekruse.tiff,2D Scanner,2,1,3,80,Nike/Winflo 4,10.5 M,csafe_jekruse,Black/white-dark grey,R
110978R_20180328_2_2_2_csafe_tpashek.tiff,2D Scanner,2,2,2,110,Nike/Winflo 4,8.5 W,csafe_tpashek,Black/white-dark grey,R
156914L_20180502_2_1_2_jekruse.tiff,2D Scanner,1,2,3,156,Adidas/Seeley,10 M,jekruse,Black,L
145658L_20180411_2_2_2_csafe_hanrahan.tiff,2D Scanner,2,2,2,145,Nike/Winflo 4,8.5 W,csafe_hanrahan,Black/white-dark grey,L
058169L_20171113_2_2_1_csafe_bpbryson.tiff,2D Scanner,2,1,0,58,Adidas/Seeley,7 W,csafe_bpbryson,Grey,L
012550L_20180124_2_1_2_csafe_jekruse.tiff,2D Scanner,1,2,1,12,Nike/Winflo 4,10 M,csafe_jekruse,Binary Blue/white-black,L
063620R_20180112_2_2_1_csafe_jekruse.tiff,2D Scanner,2,1,0,63,Nike/Winflo 4,10.5 M,csafe_jekruse,Athracite/dark grey-black,R
092115R_20180509_2_1_1_tiltonm.tiff,2D Scanner,1,1,3,92,Adidas/Seeley,7 W,tiltonm,Mystery Red/Pale Nude,R
096631L_20180328_2_1_1_csafe_tpashek.tiff,2D Scanner,1,1,2,96,Nike/Winflo 4,8.5 W,csafe_tpashek,Black/white-racer pink,L
148763L_20180502_2_2_1_jekruse.tiff,2D Scanner,2,1,3,148,Nike/Winflo 4,8 W,jekruse,Black/white-dark grey,L
040683R_20180418_2_1_1_csafe_tpashek.tiff,2D Scanner,1,1,3,40,Nike/Winflo 4,8 W,csafe_tpashek,Black/white-dark grey,R
103880R_20180214_2_1_1_csafe_jekruse.tiff,2D Scanner,1,1,1,103,Nike/Winflo 4,10.5 M,csafe_jekruse,Black/white-dark grey,R
155006R_20180226_2_2_1_csafe_bpbryson.tiff,2D Scanner,2,1,1,155,Adidas/Seeley,10 M,csafe_bpbryson,Black,R
006533L_20171031_2_2_2_csafe_bpbryson.tiff,2D Scanner,2,2,0,6,Nike/Winflo 4,10 M,csafe_bpbryson,Black/white-dark grey,L
046560R_20180307_2_1_2_csafe_boekhoff.tiff,2D Scanner,1,2,2,46,Nike/Winflo 4,8.5 W,csafe_boekhoff,Glacier-grey/black-anthracite,R
097195R_20180516_2_2_2_tiltonm.tiff,2D Scanner,2,2,3,97,Nike/Winflo 4,8 W,tiltonm,Black/white-racer pink,R
039278L_20180307_2_1_2_csafe_bpbryson.tiff,2D Scanner,1,2,2,39,Nike/Winflo 4,10.5 M,csafe_bpbryson,Athracite/dark grey-black,L
058752R_20180307_2_1_2_csafe_hanrahan.tiff,2D Scanner,1,2,2,58,Adidas/Seeley,7 W,csafe_hanrahan,Grey,R
103880R_20180509_2_1_2_jekruse.tiff,2D Scanner,1,2,3,103,Nike/Winflo 4,10.5 M,jekruse,Black/white-dark grey,R
112374L_20180402_2_1_2_csafe_bpbryson.tiff,2D Scanner,1,2,2,112,Nike/Winflo 4,10.5 M,csafe_bpbryson,Binary Blue/white-black,L
142930L_20180111_2_2_1_csafe_boekhoff.tiff,2D Scanner,2,1,0,142,Nike/Winflo 4,8 W,csafe_boekhoff,Glacier-grey/black-anthracite,L
124799L_20180404_2_2_2_csafe_tpashek.tiff,2D Scanner,2,2,2,124,Nike/Winflo 4,8 W,csafe_tpashek,Black/white-dark grey,L
124799L_20180111_2_1_2_csafe_boekhoff.tiff,2D Scanner,1,2,0,124,Nike/Winflo 4,8 W,csafe_boekhoff,Black/white-dark grey,L
034323L_20180131_2_2_2_csafe_jekruse.tiff,2D Scanner,2,2,1,34,Adidas/Seeley,10 M,csafe_jekruse,Black,L
119777L_20180111_2_1_2_csafe_boekhoff.tiff,2D Scanner,1,2,0,119,Nike/Winflo 4,8.5 W,csafe_boekhoff,Black/white-dark grey,L
056968R_20180131_2_2_1_csafe_tpashek.tiff,2D Scanner,2,1,1,56,Nike/Winflo 4,8.5 W,csafe_tpashek,Black/white-racer pink,R
013609R_20171030_2_1_2_csafe_tpashek.tiff,2D Scanner,1,2,0,13,Nike/Winflo 4,8.5 W,csafe_tpashek,Glacier-grey/black-anthracite,R
037891R_20180418_2_1_1_csafe_jekruse.tiff,2D Scanner,1,1,3,37,Nike/Winflo 4,10 M,csafe_jekruse,Black/white-dark grey,R
036893R_20180307_2_1_1_csafe_boekhoff.tiff,2D Scanner,1,1,2,36,Adidas/Seeley,7.5 W,csafe_boekhoff,Grey,R
136102R_20180502_2_1_1_jekruse.tiff,2D Scanner,1,1,3,136,Nike/Winflo 4,8 W,jekruse,Black/white-dark grey,R
119777L_20180214_2_2_2_csafe_hanrahan.tiff,2D Scanner,2,2,1,119,Nike/Winflo 4,8.5 W,csafe_hanrahan,Black/white-dark grey,L
058169L_20180418_2_1_1_csafe_hanrahan.tiff,2D Scanner,1,1,3,58,Adidas/Seeley,7 W,csafe_hanrahan,Grey,L
153585R_20180113_2_2_1_Silerio-Kruse.tiff,2D Scanner,2,1,0,153,Nike/Winflo 4,10 M,Silerio-Kruse,Black/white-dark grey,R
012352R_20180307_2_1_1_csafe_jekruse.tiff,2D Scanner,1,1,2,12,Nike/Winflo 4,10 M,csafe_jekruse,Binary Blue/white-black,R
010194R_20171031_2_1_1_csafe_bpbryson.tiff,2D Scanner,1,1,0,10,Nike/Winflo 4,10.5 M,csafe_bpbryson,Athracite/dark grey-black,R
148763L_20180221_2_1_1_csafe_tpashek.tiff,2D Scanner,1,1,1,148,Nike/Winflo 4,8 W,csafe_tpashek,Black/white-dark grey,L
092115R_20180214_2_1_1_csafe_tpashek.tiff,2D Scanner,1,1,1,92,Adidas/Seeley,7 W,csafe_tpashek,Mystery Red/Pale Nude,R
088597R_20180404_2_2_1_csafe_hanrahan.tiff,2D Scanner,2,1,2,88,Nike/Winflo 4,8 W,csafe_hanrahan,Black/white-racer pink,R
052203L_20180307_2_2_2_csafe_boekhoff.tiff,2D Scanner,2,2,2,52,Nike/Winflo 4,8 W,csafe_boekhoff,Black/white-racer pink,L
131974L_20180111_2_2_1_csafe_boekhoff.tiff,2D Scanner,2,1,0,131,Nike/Winflo 4,8 W,csafe_boekhoff,Black/white-dark grey,L
066991R_20180111_2_2_2_csafe_hanrahan.tiff,2D Scanner,2,2,0,66,Nike/Winflo 4,8.5 W,csafe_hanrahan,Black/white-dark grey,R
124627R_20180404_2_2_1_csafe_tpashek.tiff,2D Scanner,2,1,2,124,Nike/Winflo 4,8 W,csafe_tpashek,Black/white-dark grey,R
078523L_20180113_2_1_2_silerio_kruse.tiff,2D Scanner,1,2,0,78,Adidas/Seeley,10 M,silerio_kruse,Black,L
042602R_20180418_2_2_2_csafe_jekruse.tiff,2D Scanner,2,2,3,42,Adidas/Seeley,10.5 M,csafe_jekruse,Blue night/running-white,R
070215R_20180112_2_2_2_csafe_jekruse.tiff,2D Scanner,2,2,0,70,Nike/Winflo 4,10 M,csafe_jekruse,Binary Blue/white-black,R
083929R_20180111_2_2_2_csafe_hanrahan.tiff,2D Scanner,2,2,0,83,Nike/Winflo 4,8 W,csafe_hanrahan,Black/white-racer pink,R
141580L_20180221_2_1_2_csafe_hanrahan.tiff,2D Scanner,1,2,1,141,Nike/Winflo 4,8.5 W,csafe_hanrahan,Black/white-racer pink,L
080592L_20180425_2_1_1_csafe_jekruse.tiff,2D Scanner,1,1,3,80,Nike/Winflo 4,10.5 M,csafe_jekruse,Black/white-dark grey,L
063912L_20180112_2_2_2_csafe_jekruse.tiff,2D Scanner,2,2,0,63,Nike/Winflo 4,10.5 M,csafe_jekruse,Athracite/dark grey-black,L
115127R_20180402_2_2_2_csafe_bpbryson.tiff,2D Scanner,2,2,2,115,Nike/Winflo 4,10.5 M,csafe_bpbryson,Athracite/dark grey-black,R
004756R_20180411_2_2_2_csafe_tpashek.tiff,2D Scanner,2,2,3,4,Nike/Winflo 4,8.5 W,csafe_tpashek,Black/white-dark grey,R
063912L_20180425_2_1_2_csafe_jekruse.tiff,2D Scanner,1,2,3,63,Nike/Winflo 4,10.5 M,csafe_jekruse,Athracite/dark grey-black,L
096631L_20180502_2_1_2_tiltonm.tiff,2D Scanner,1,2,3,96,Nike/Winflo 4,8.5 W,tiltonm,Black/white-racer pink,L
088621L_20180111_2_1_2_csafe_hanrahan.tiff,2D Scanner,1,2,0,88,Nike/Winflo 4,8 W,csafe_hanrahan,Black/white-racer pink,L
143698R_20180404_2_2_2_csafe_hanrahan.tiff,2D Scanner,2,2,2,143,Nike/Winflo 4,8.5 W,csafe_hanrahan,Black/white-dark grey,R
145056R_20180111_2_1_2_csafe_boekhoff.tiff,2D Scanner,1,2,0,145,Nike/Winflo 4,8.5 W,csafe_boekhoff,Black/white-dark grey,R
118814R_20180502_2_1_1_tiltonm.tiff,2D Scanner,1,1,3,118,Nike/Winflo 4,8.5 W,tiltonm,Black/white-dark grey,R
111638L_20180214_2_2_1_csafe_hanrahan.tiff,2D Scanner,2,1,1,111,Nike/Winflo 4,8.5 W,csafe_hanrahan,Black/white-racer pink,L
110978R_20180111_2_1_1_csafe_boekhoff.tiff,2D Scanner,1,1,0,110,Nike/Winflo 4,8.5 W,csafe_boekhoff,Black/white-dark grey,R
034323L_20180307_2_2_1_csafe_bpbryson.tiff,2D Scanner,2,1,2,34,Adidas/Seeley,10 M,csafe_bpbryson,Black,L
013609R_20180124_2_2_1_csafe_tpashek.tiff,2D Scanner,2,1,1,13,Nike/Winflo 4,8.5 W,csafe_tpashek,Glacier-grey/black-anthracite,R
037549L_20171113_2_2_1_csafe_bpbryson.tiff,2D Scanner,2,1,0,37,Nike/Winflo 4,10 M,csafe_bpbryson,Black/white-dark grey,L
089078L_20180321_2_1_2_csafe_jekruse.tiff,2D Scanner,1,2,2,89,Nike/Winflo 4,10.5 M,csafe_jekruse,Athracite/dark grey-black,L
109057R_20180214_2_2_2_csafe_tpashek.tiff,2D Scanner,2,2,1,109,Nike/Winflo 4,8.5 W,csafe_tpashek,Black/white-dark grey,R
002898R_20171027_2_2_1_csafe_tpashek.tiff,2D Scanner,2,1,0,2,Adidas/Seeley,7 W,csafe_tpashek,Black,R
022867R_20180305_2_1_2_csafe_bpbryson.tiff,2D Scanner,1,2,2,22,Nike/Winflo 4,10.5 M,csafe_bpbryson,Black/white-dark grey,R
122398R_20180502_2_2_1_jekruse.tiff,2D Scanner,2,1,3,122,Nike/Winflo 4,8 W,jekruse,Black/white-dark grey,R
051739R_20180418_2_2_1_csafe_jekruse.tiff,2D Scanner,2,1,3,51,Nike/Winflo 4,10 M,csafe_jekruse,Athracite/dark grey-black,R
065231L_20180207_2_2_2_csafe_boekhoff.tiff,2D Scanner,2,2,1,65,Nike/Winflo 4,8.5 W,csafe_boekhoff,Glacier-grey/black-anthracite,L
139044L_20180502_2_2_2_jekruse.tiff,2D Scanner,2,2,3,139,Nike/Winflo 4,8 W,jekruse,Black/white-racer pink,L
002054L_20180228_2_2_2_csafe_hanrahan.tiff,2D Scanner,2,2,2,2,Adidas/Seeley,7 W,csafe_hanrahan,Black,L
091173R_20180111_2_1_1_csafe_hanrahan.tiff,2D Scanner,1,1,0,91,Nike/Winflo 4,8 W,csafe_hanrahan,Black/white-dark grey,R
107614R_20180111_2_1_1_csafe_boekhoff.tiff,2D Scanner,1,1,0,107,Nike/Winflo 4,8.5 W,csafe_boekhoff,Black/white-racer pink,R
044430L_20171113_2_1_2_csafe_bpbryson.tiff,2D Scanner,1,2,0,44,Adidas/Seeley,10.5 M,csafe_bpbryson,Grey,L
099424R_20180328_2_1_2_csafe_boekhoff.tiff,2D Scanner,1,2,2,99,Adidas/Seeley,7.5 W,csafe_boekhoff,Mystery Red/Pale Nude,R
021667R_20180124_2_1_1_csafe_tpashek.tiff,2D Scanner,1,1,1,21,Nike/Winflo 4,8.5 W,csafe_tpashek,Glacier-grey/black-anthracite,R
128846L_20180409_2_1_1_csafe_bpbryson.tiff,2D Scanner,1,1,2,128,Adidas/Seeley,10 M,csafe_bpbryson,Black,L
105557L_20180509_2_1_1_jekruse.tiff,2D Scanner,1,1,3,105,Nike/Winflo 4,10.5 M,jekruse,Binary Blue/white-black,L
140634L_20180111_2_2_2_csafe_boekhoff.tiff,2D Scanner,2,2,0,140,Nike/Winflo 4,8.5 W,csafe_boekhoff,Glacier-grey/black-anthracite,L
065231L_20180321_2_1_1_csafe_tpashek.tiff,2D Scanner,1,1,2,65,Nike/Winflo 4,8.5 W,csafe_tpashek,Glacier-grey/black-anthracite,L
106010R_20180214_2_1_1_csafe_tpashek.tiff,2D Scanner,1,1,1,106,Adidas/Seeley,7.5 W,csafe_tpashek,Black,R
048462L_20180319_2_1_2_csafe_bpbryson.tiff,2D Scanner,1,2,2,48,Nike/Winflo 4,10.5 M,csafe_bpbryson,Athracite/dark grey-black,L
005772L_20171031_2_1_1_csafe_bpbryson.tiff,2D Scanner,1,1,0,5,Nike/Winflo 4,10 M,csafe_bpbryson,Black/white-dark grey,L
050277R_20180131_2_1_1_csafe_jekruse.tiff,2D Scanner,1,1,1,50,Nike/Winflo 4,10 M,csafe_jekruse,Athracite/dark grey-black,R
103485L_20180509_2_1_2_jekruse.tiff,2D Scanner,1,2,3,103,Nike/Winflo 4,10.5 M,jekruse,Black/white-dark grey,L
062481R_20180418_2_2_2_csafe_hanrahan.tiff,2D Scanner,2,2,3,62,Nike/Winflo 4,8 W,csafe_hanrahan,Glacier-grey/black-anthracite,R
153585R_20180226_2_1_2_csafe_bpbryson.tiff,2D Scanner,1,2,1,153,Nike/Winflo 4,10 M,csafe_bpbryson,Black/white-dark grey,R
130829R_20180502_2_2_1_jekruse.tiff,2D Scanner,2,1,3,130,Nike/Winflo 4,8.5 W,jekruse,Black/white-dark grey,R
031126L_20180418_2_1_2_csafe_jekruse.tiff,2D Scanner,1,2,3,31,Nike/Winflo 4,10 M,csafe_jekruse,Athracite/dark grey-black,L
079309R_20180207_2_1_2_csafe_jekruse.tiff,2D Scanner,1,2,1,79,Adidas/Seeley,10.5 M,csafe_jekruse,White/Bright Blue,R
094451R_20180214_2_1_2_csafe_hanrahan.tiff,2D Scanner,1,2,1,94,Nike/Winflo 4,8.5 W,csafe_hanrahan,Black/white-racer pink,R
001732L_20171031_2_2_2_csafe_bpbryson.tiff,2D Scanner,2,2,0,1,Nike/Winflo 4,10.5 M,csafe_bpbryson,Athracite/dark grey-black,L
128846L_20180221_2_1_2_csafe_dtmartin.tiff,2D Scanner,1,2,1,128,Adidas/Seeley,10 M,csafe_dtmartin,Black,L
056968R_20180307_2_2_2_csafe_boekhoff.tiff,2D Scanner,2,2,2,56,Nike/Winflo 4,8.5 W,csafe_boekhoff,Black/white-racer pink,R
104158L_20180509_2_2_2_jekruse.tiff,2D Scanner,2,2,3,104,Nike/Winflo 4,10.5 M,jekruse,Athracite/dark grey-black,L
073393R_20180321_2_1_1_csafe_tpashek.tiff,2D Scanner,1,1,2,73,Nike/Winflo 4,8.5 W,csafe_tpashek,Glacier-grey/black-anthracite,R
106010R_20180111_2_2_1_csafe_boekhoff.tiff,2D Scanner,2,1,0,106,Adidas/Seeley,7.5 W,csafe_boekhoff,Black,R
107599L_20180502_2_1_2_tiltonm.tiff,2D Scanner,1,2,3,107,Nike/Winflo 4,8.5 W,tiltonm,Black/white-racer pink,L
087785R_20180321_2_1_2_csafe_tpashek.tiff,2D Scanner,1,2,2,87,Adidas/Seeley,7.5 W,csafe_tpashek,Grey,R
010194R_20180228_2_2_2_csafe_jekruse.tiff,2D Scanner,2,2,2,10,Nike/Winflo 4,10.5 M,csafe_jekruse,Athracite/dark grey-black,R
082317R_20180425_2_2_1_csafe_boekhoff.tiff,2D Scanner,2,1,3,82,Nike/Winflo 4,8 W,csafe_boekhoff,Black/white-dark grey,R
150455L_20180221_2_1_1_csafe_dtmartin.tiff,2D Scanner,1,1,1,150,Adidas/Seeley,10 M,csafe_dtmartin,Black,L
131974L_20180111_2_2_2_csafe_boekhoff.tiff,2D Scanner,2,2,0,131,Nike/Winflo 4,8 W,csafe_boekhoff,Black/white-dark grey,L
088597R_20180404_2_2_2_csafe_hanrahan.tiff,2D Scanner,2,2,2,88,Nike/Winflo 4,8 W,csafe_hanrahan,Black/white-racer pink,R
007961L_20180124_2_1_2_csafe_bryson.tiff,2D Scanner,1,2,1,7,Adidas/Seeley,10 M,csafe_bryson,Blue night/running-white,L
092115R_20180509_2_1_2_tiltonm.tiff,2D Scanner,1,2,3,92,Adidas/Seeley,7 W,tiltonm,Mystery Red/Pale Nude,R
062813L_20180321_2_1_2_csafe_tpashek.tiff,2D Scanner,1,2,2,62,Nike/Winflo 4,8 W,csafe_tpashek,Glacier-grey/black-anthracite,L
130829R_20180221_2_1_2_csafe_hanrahan.tiff,2D Scanner,1,2,1,130,Nike/Winflo 4,8.5 W,csafe_hanrahan,Black/white-dark grey,R
088621L_20180111_2_1_1_csafe_hanrahan.tiff,2D Scanner,1,1,0,88,Nike/Winflo 4,8 W,csafe_hanrahan,Black/white-racer pink,L
102154L_20180214_2_1_1_csafe_jekruse.tiff,2D Scanner,1,1,1,102,Nike/Winflo 4,10.5 M,csafe_jekruse,Athracite/dark grey-black,L
007961L_20171031_2_1_2_csafe_bpbryson.tiff,2D Scanner,1,2,0,7,Adidas/Seeley,10 M,csafe_bpbryson,Blue night/running-white,L
002054L_20180124_2_2_2_csafe_boekhoff.tiff,2D Scanner,2,2,1,2,Adidas/Seeley,7 W,csafe_boekhoff,Black,L
041725L_20180131_2_2_2_csafe_tpashek.tiff,2D Scanner,2,2,1,41,Nike/Winflo 4,8 W,csafe_tpashek,Black/white-racer pink,L
021667R_20180228_2_1_2_csafe_boekhoff.tiff,2D Scanner,1,2,2,21,Nike/Winflo 4,8.5 W,csafe_boekhoff,Glacier-grey/black-anthracite,R
118814R_20180328_2_1_1_csafe_tpashek.tiff,2D Scanner,1,1,2,118,Nike/Winflo 4,8.5 W,csafe_tpashek,Black/white-dark grey,R
044022R_20180418_2_1_1_csafe_jekruse.tiff,2D Scanner,1,1,3,44,Adidas/Seeley,10.5 M,csafe_jekruse,Grey,R
002054L_20180228_2_2_1_csafe_hanrahan.tiff,2D Scanner,2,1,2,2,Adidas/Seeley,7 W,csafe_hanrahan,Black,L
090160L_20180207_2_2_2_csafe_boekhoff.tiff,2D Scanner,2,2,1,90,Nike/Winflo 4,8.5 W,csafe_boekhoff,Glacier-grey/black-anthracite,L
141427R_20180404_2_1_1_csafe_tpashek.tiff,2D Scanner,1,1,2,141,Nike/Winflo 4,8.5 W,csafe_tpashek,Black/white-racer pink,R
001351R_20171031_2_1_1_csafe_bpbryson.tiff,2D Scanner,1,1,0,1,Nike/Winflo 4,10.5 M,csafe_bpbryson,Athracite/dark grey-black,R
096053R_20180328_2_1_1_csafe_tpashek.tiff,2D Scanner,1,1,2,96,Nike/Winflo 4,8.5 W,csafe_tpashek,Black/white-racer pink,R
034419R_20180307_2_1_1_csafe_bpbryson.tiff,2D Scanner,1,1,2,34,Adidas/Seeley,10 M,csafe_bpbryson,Black,R
018980L_20171031_2_1_2_csafe_bpbryson.tiff,2D Scanner,1,2,0,18,Nike/Winflo 4,10 M,csafe_bpbryson,Athracite/dark grey-black,L
110978R_20180111_2_1_2_csafe_boekhoff.tiff,2D Scanner,1,2,0,110,Nike/Winflo 4,8.5 W,csafe_boekhoff,Black/white-dark grey,R
033561R_20180131_2_2_1_csafe_hanrahan.tiff,2D Scanner,2,1,1,33,Nike/Winflo 4,8.5 W,csafe_hanrahan,Glacier-grey/black-anthracite,R
001732L_20180418_2_1_2_csafe_jekruse.tiff,2D Scanner,1,2,3,1,Nike/Winflo 4,10.5 M,csafe_jekruse,Athracite/dark grey-black,L
119777L_20180214_2_2_1_csafe_hanrahan.tiff,2D Scanner,2,1,1,119,Nike/Winflo 4,8.5 W,csafe_hanrahan,Black/white-dark grey,L
095301L_20180111_2_1_1_csafe_hanrahan.tiff,2D Scanner,1,1,0,95,Nike/Winflo 4,8 W,csafe_hanrahan,Black/white-racer pink,L
145056R_20180111_2_1_1_csafe_boekhoff.tiff,2D Scanner,1,1,0,145,Nike/Winflo 4,8.5 W,csafe_boekhoff,Black/white-dark grey,R
105557L_20180113_2_1_2_Silerio-Kruse.tiff,2D Scanner,1,2,0,105,Nike/Winflo 4,10.5 M,Silerio-Kruse,Binary Blue/white-black,L
098084L_20180328_2_2_2_csafe_boekhoff.tiff,2D Scanner,2,2,2,98,Nike/Winflo 4,8 W,csafe_boekhoff,Black/white-racer pink,L
099424R_20180214_2_1_1_csafe_tpashek.tiff,2D Scanner,1,1,1,99,Adidas/Seeley,7.5 W,csafe_tpashek,Mystery Red/Pale Nude,R
077082L_20180207_2_2_2_csafe_jekruse.tiff,2D Scanner,2,2,1,77,Adidas/Seeley,10.5 M,csafe_jekruse,OG ADV,L
034419R_20180131_2_2_1_csafe_jekruse.tiff,2D Scanner,2,1,1,34,Adidas/Seeley,10 M,csafe_jekruse,Black,R
105557L_20180509_2_2_1_jekruse.tiff,2D Scanner,2,1,3,105,Nike/Winflo 4,10.5 M,jekruse,Binary Blue/white-black,L
043758L_20180418_2_2_2_csafe_jekruse.tiff,2D Scanner,2,2,3,43,Nike/Winflo 4,10 M,csafe_jekruse,Black/white-dark grey,L
041672R_20180131_2_2_1_csafe_tpashek.tiff,2D Scanner,2,1,1,41,Nike/Winflo 4,8 W,csafe_tpashek,Black/white-racer pink,R
111755R_20180214_2_1_1_csafe_hanrahan.tiff,2D Scanner,1,1,1,111,Nike/Winflo 4,8.5 W,csafe_hanrahan,Black/white-racer pink,R
101928L_20180111_2_2_1_csafe_boekhoff.tiff,2D Scanner,2,1,0,101,Adidas/Seeley,7 W,csafe_boekhoff,Black,L
058169L_20180131_2_1_2_csafe_hanrahan.tiff,2D Scanner,1,2,1,58,Adidas/Seeley,7 W,csafe_hanrahan,Grey,L
054359L_20180131_2_2_2_csafe_tpashek.tiff,2D Scanner,2,2,1,54,Nike/Winflo 4,8.5 W,csafe_tpashek,Black/white-dark grey,L
040683R_20180131_2_1_2_csafe_hanrahan.tiff,2D Scanner,1,2,1,40,Nike/Winflo 4,8 W,csafe_hanrahan,Black/white-dark grey,R
135791R_20180221_2_2_1_csafe_dtmartin.tiff,2D Scanner,2,1,1,135,Nike/Winflo 4,10.5 M,csafe_dtmartin,Black/white-dark grey,R
050626L_20180418_2_1_2_csafe_jekruse.tiff,2D Scanner,1,2,3,50,Nike/Winflo 4,10 M,csafe_jekruse,Athracite/dark grey-black,L
119777L_20180509_2_2_1_tiltonm.tiff,2D Scanner,2,1,3,119,Nike/Winflo 4,8.5 W,tiltonm,Black/white-dark grey,L
094451R_20180111_2_1_2_csafe_hanrahan.tiff,2D Scanner,1,2,0,94,Nike/Winflo 4,8.5 W,csafe_hanrahan,Black/white-racer pink,R
098406R_20180328_2_2_1_csafe_boekhoff.tiff,2D Scanner,2,1,2,98,Nike/Winflo 4,8 W,csafe_boekhoff,Black/white-racer pink,R
024113L_20171031_2_1_2_csafe_bpbryson.tiff,2D Scanner,1,2,0,24,Nike/Winflo 4,10 M,csafe_bpbryson,Black/Metallic silver-cool grey,L
150455L_20180502_2_1_2_jekruse.tiff,2D Scanner,1,2,3,150,Adidas/Seeley,10 M,jekruse,Black,L
089280R_20180131_2_2_2_csafe_jekruse.tiff,2D Scanner,2,2,1,89,Nike/Winflo 4,10.5 M,csafe_jekruse,Athracite/dark grey-black,R
