File Name,Scan Method,Image Number,Replicate Number,Visit Number,Shoe Number,Shoe Make/Model,Shoe Size,Worker Names,Shoe Color,Foot
150455L_20180221_2_1_1_csafe_dtmartin.tiff,2D Scanner,1,1,1,150,Adidas/Seeley,10 M,csafe_dtmartin,Black,L
131974L_20180111_2_2_2_csafe_boekhoff.tiff,2D Scanner,2,2,0,131,Nike/Winflo 4,8 W,csafe_boekhoff,Black/white-dark grey,L
088597R_20180404_2_2_2_csafe_hanrahan.tiff,2D Scanner,2,2,2,88,Nike/Winflo 4,8 W,csafe_hanrahan,Black/white-racer pink,R
007961L_20180124_2_1_2_csafe_bryson.tiff,2D Scanner,1,2,1,7,Adidas/Seeley,10 M,csafe_bryson,Blue night/running-white,L
092115R_20180509_2_1_2_tiltonm.tiff,2D Scanner,1,2,3,92,Adidas/Seeley,7 W,tiltonm,Mystery Red/Pale Nude,R
130829R_20180221_2_1_2_csafe_hanrahan.tiff,2D Scanner,1,2,1,130,Nike/Winflo 4,8.5 W,csafe_hanrahan,Black/white-dark grey,R
088621L_20180111_2_1_1_csafe_hanrahan.tiff,2D Scanner,1,1,0,88,Nike/Winflo 4,8 W,csafe_hanrahan,Black/white-racer pink,L
102154L_20180214_2_1_1_csafe_jekruse.tiff,2D Scanner,1,1,1,102,Nike/Winflo 4,10.5 M,csafe_jekruse,Athracite/dark grey-black,L
007961L_20171031_2_1_2_csafe_bpbryson.tiff,2D Scanner,1,2,0,7,Adidas/Seeley,10 M,csafe_bpbryson,Blue night/running-white,L
002054L_20180124_2_2_2_csafe_boekhoff.tiff,2D Scanner,2,2,1,2,Adidas/Seeley,7 W,csafe_boekhoff,Black,L
041725L_20180131_2_2_2_csafe_tpashek.tiff,2D Scanner,2,2,1,41,Nike/Winflo 4,8 W,csafe_tpashek,Black/white-racer pink,L
021667R_20180228_2_1_2_csafe_boekhoff.tiff,2D Scanner,1,2,2,21,Nike/Winflo 4,8.5 W,csafe_boekhoff,Glacier-grey/black-anthracite,R
044022R_20180418_2_1_1_csafe_jekruse.tiff,2D Scanner,1,1,3,44,Adidas/Seeley,10.5 M,csafe_jekruse,Grey,R
002054L_20180228_2_2_1_csafe_hanrahan.tiff,2D Scanner,2,1,2,2,Adidas/Seeley,7 W,csafe_hanrahan,Black,L
090160L_20180207_2_2_2_csafe_boekhoff.tiff,2D Scanner,2,2,1,90,Nike/Winflo 4,8.5 W,csafe_boekhoff,Glacier-grey/black-anthracite,L
001351R_20171031_2_1_1_csafe_bpbryson.tiff,2D Scanner,1,1,0,1,Nike/Winflo 4,10.5 M,csafe_bpbryson,Athracite/dark grey-black,R
034419R_20180307_2_1_1_csafe_bpbryson.tiff,2D Scanner,1,1,2,34,Adidas/Seeley,10 M,csafe_bpbryson,Black,R
018980L_20171031_2_1_2_csafe_bpbryson.tiff,2D Scanner,1,2,0,18,Nike/Winflo 4,10 M,csafe_bpbryson,Athracite/dark grey-black,L
110978R_20180111_2_1_2_csafe_boekhoff.tiff,2D Scanner,1,2,0,110,Nike/Winflo 4,8.5 W,csafe_boekhoff,Black/white-dark grey,R
033561R_20180131_2_2_1_csafe_hanrahan.tiff,2D Scanner,2,1,1,33,Nike/Winflo 4,8.5 W,csafe_hanrahan,Glacier-grey/black-anthracite,R
001732L_20180418_2_1_2_csafe_jekruse.tiff,2D Scanner,1,2,3,1,Nike/Winflo 4,10.5 M,csafe_jekruse,Athracite/dark grey-black,L
119777L_20180214_2_2_1_csafe_hanrahan.tiff,2D Scanner,2,1,1,119,Nike/Winflo 4,8.5 W,csafe_hanrahan,Black/white-dark grey,L
095301L_20180111_2_1_1_csafe_hanrahan.tiff,2D Scanner,1,1,0,95,Nike/Winflo 4,8 W,csafe_hanrahan,Black/white-racer pink,L
105557L_20180113_2_1_2_Silerio-Kruse.tiff,2D Scanner,1,2,0,105,Nike/Winflo 4,10.5 M,Silerio-Kruse,Binary Blue/white-black,L
098084L_20180328_2_2_2_csafe_boekhoff.tiff,2D Scanner,2,2,2,98,Nike/Winflo 4,8 W,csafe_boekhoff,Black/white-racer pink,L
077082L_20180207_2_2_2_csafe_jekruse.tiff,2D Scanner,2,2,1,77,Adidas/Seeley,10.5 M,csafe_jekruse,OG ADV,L
034419R_20180131_2_2_1_csafe_jekruse.tiff,2D Scanner,2,1,1,34,Adidas/Seeley,10 M,csafe_jekruse,Black,R
105557L_20180509_2_2_1_jekruse.tiff,2D Scanner,2,1,3,105,Nike/Winflo 4,10.5 M,jekruse,Binary Blue/white-black,L
043758L_20180418_2_2_2_csafe_jekruse.tiff,2D Scanner,2,2,3,43,Nike/Winflo 4,10 M,csafe_jekruse,Black/white-dark grey,L
041672R_20180131_2_2_1_csafe_tpashek.tiff,2D Scanner,2,1,1,41,Nike/Winflo 4,8 W,csafe_tpashek,Black/white-racer pink,R
101928L_20180111_2_2_1_csafe_boekhoff.tiff,2D Scanner,2,1,0,101,Adidas/Seeley,7 W,csafe_boekhoff,Black,L
054359L_20180131_2_2_2_csafe_tpashek.tiff,2D Scanner,2,2,1,54,Nike/Winflo 4,8.5 W,csafe_tpashek,Black/white-dark grey,L
040683R_20180131_2_1_2_csafe_hanrahan.tiff,2D Scanner,1,2,1,40,Nike/Winflo 4,8 W,csafe_hanrahan,Black/white-dark grey,R
135791R_20180221_2_2_1_csafe_dtmartin.tiff,2D Scanner,2,1,1,135,Nike/Winflo 4,10.5 M,csafe_dtmartin,Black/white-dark grey,R
050626L_20180418_2_1_2_csafe_jekruse.tiff,2D Scanner,1,2,3,50,Nike/Winflo 4,10 M,csafe_jekruse,Athracite/dark grey-black,L
119777L_20180509_2_2_1_tiltonm.tiff,2D Scanner,2,1,3,119,Nike/Winflo 4,8.5 W,tiltonm,Black/white-dark grey,L
098406R_20180328_2_2_1_csafe_boekhoff.tiff,2D Scanner,2,1,2,98,Nike/Winflo 4,8 W,csafe_boekhoff,Black/white-racer pink,R
024113L_20171031_2_1_2_csafe_bpbryson.tiff,2D Scanner,1,2,0,24,Nike/Winflo 4,10 M,csafe_bpbryson,Black/Metallic silver-cool grey,L
150455L_20180502_2_1_2_jekruse.tiff,2D Scanner,1,2,3,150,Adidas/Seeley,10 M,jekruse,Black,L
089280R_20180131_2_2_2_csafe_jekruse.tiff,2D Scanner,2,2,1,89,Nike/Winflo 4,10.5 M,csafe_jekruse,Athracite/dark grey-black,R
053900R_20180307_2_2_2_csafe_boekhoff.tiff,2D Scanner,2,2,2,53,Nike/Winflo 4,8 W,csafe_boekhoff,Black/white-racer pink,R
137736R_20180509_2_1_1_jekruse.tiff,2D Scanner,1,1,3,137,Nike/Winflo 4,10 M,jekruse,Glacier-grey/black-anthracite,R
121753L_20180221_2_1_2_csafe_hanrahan.tiff,2D Scanner,1,2,1,121,Adidas/Seeley,7.5 W,csafe_hanrahan,Black,L
033561R_20180131_2_2_2_csafe_hanrahan.tiff,2D Scanner,2,2,1,33,Nike/Winflo 4,8.5 W,csafe_hanrahan,Glacier-grey/black-anthracite,R
083929R_20180111_2_2_1_csafe_hanrahan.tiff,2D Scanner,2,1,0,83,Nike/Winflo 4,8 W,csafe_hanrahan,Black/white-racer pink,R
089078L_20180425_2_1_2_csafe_jekruse.tiff,2D Scanner,1,2,3,89,Nike/Winflo 4,10.5 M,csafe_jekruse,Athracite/dark grey-black,L
140634L_20180404_2_1_2_csafe_tpashek.tiff,2D Scanner,1,2,2,140,Nike/Winflo 4,8.5 W,csafe_tpashek,Glacier-grey/black-anthracite,L
025677L_20171030_2_1_1_csafe_tpashek.tiff,2D Scanner,1,1,0,25,Adidas/Seeley,7 W,csafe_tpashek,Black,L
019979R_20180124_2_2_1_csafe_tpashek.tiff,2D Scanner,2,1,1,19,Nike/Winflo 4,8 W,csafe_tpashek,Black/white-dark grey,R
146360R_20180404_2_2_2_csafe_tpashek.tiff,2D Scanner,2,2,2,146,Nike/Winflo 4,8 W,csafe_tpashek,Black/white-dark grey,R
015307R_20180124_2_1_2_csafe_jekruse.tiff,2D Scanner,1,2,1,15,Nike/Winflo 4,10.5 M,csafe_jekruse,Black/white-dark grey,R
135791R_20180509_2_2_1_jekruse.tiff,2D Scanner,2,1,3,135,Nike/Winflo 4,10.5 M,jekruse,Black/white-dark grey,R
151871L_20180509_2_2_1_jekruse.tiff,2D Scanner,2,1,3,151,Nike/Winflo 4,10 M,jekruse,Black/white-dark grey,L
044430L_20180319_2_1_2_csafe_bpbryson.tiff,2D Scanner,1,2,2,44,Adidas/Seeley,10.5 M,csafe_bpbryson,Grey,L
044022R_20171113_2_1_1_csafe_bpbryson.tiff,2D Scanner,1,1,0,44,Adidas/Seeley,10.5 M,csafe_bpbryson,Grey,R
036285L_20180307_2_1_1_csafe_boekhoff.tiff,2D Scanner,1,1,2,36,Adidas/Seeley,7.5 W,csafe_boekhoff,Grey,L
095301L_20180111_2_1_2_csafe_hanrahan.tiff,2D Scanner,1,2,0,95,Nike/Winflo 4,8 W,csafe_hanrahan,Black/white-racer pink,L
125855R_20180113_2_1_2_Silerio-Kruse.tiff,2D Scanner,1,2,0,125,Nike/Winflo 4,10 M,Silerio-Kruse,Athracite/dark grey-black,R
102154L_20180402_2_1_2_csafe_bpbryson.tiff,2D Scanner,1,2,2,102,Nike/Winflo 4,10.5 M,csafe_bpbryson,Athracite/dark grey-black,L
138432R_20180221_2_1_1_csafe_dtmartin.tiff,2D Scanner,1,1,1,138,Adidas/Seeley,10.5 M,csafe_dtmartin,Black,R
112033R_20180113_2_1_2_Silerio-Kruse.tiff,2D Scanner,1,2,0,112,Nike/Winflo 4,10.5 M,Silerio-Kruse,Binary Blue/white-black,R
075718L_20180509_2_2_2_tiltonm.tiff,2D Scanner,2,2,3,75,Nike/Winflo 4,8 W,tiltonm,Black/white-racer pink,L
066782L_20180111_2_1_1_csafe_hanrahan.tiff,2D Scanner,1,1,0,66,Nike/Winflo 4,8.5 W,csafe_hanrahan,Black/white-dark grey,L
146360R_20180502_2_1_2_jekruse.tiff,2D Scanner,1,2,3,146,Nike/Winflo 4,8 W,jekruse,Black/white-dark grey,R
086927R_20180111_2_2_2_csafe_hanrahan.tiff,2D Scanner,2,2,0,86,Adidas/Seeley,7 W,csafe_hanrahan,Grey,R
134426L_20180221_2_2_1_csafe_hanrahan.tiff,2D Scanner,2,1,1,134,Nike/Winflo 4,8 W,csafe_hanrahan,Black/white-racer pink,L
157754L_20180111_2_1_2_csafe_boekhoff.tiff,2D Scanner,1,2,0,157,Nike/Winflo 4,8.5 W,csafe_boekhoff,Black/white-dark grey,L
016503L_20180124_2_2_1_csafe_jekruse.tiff,2D Scanner,2,1,1,16,Adidas/Seeley,10 M,csafe_jekruse,Grey,L
072582L_20180111_2_1_1_csafe_hanrahan.tiff,2D Scanner,1,1,0,72,Adidas/Seeley,7 W,csafe_hanrahan,Black,L
054359L_20180131_2_2_1_csafe_tpashek.tiff,2D Scanner,2,1,1,54,Nike/Winflo 4,8.5 W,csafe_tpashek,Black/white-dark grey,L
098084L_20180328_2_2_1_csafe_boekhoff.tiff,2D Scanner,2,1,2,98,Nike/Winflo 4,8 W,csafe_boekhoff,Black/white-racer pink,L
156625R_20180409_2_2_1_csafe_bpbryson.tiff,2D Scanner,2,1,2,156,Adidas/Seeley,10 M,csafe_bpbryson,Black,R
098406R_20180328_2_2_2_csafe_boekhoff.tiff,2D Scanner,2,2,2,98,Nike/Winflo 4,8 W,csafe_boekhoff,Black/white-racer pink,R
003271L_20171027_2_1_2_csafe_tpashek.tiff,2D Scanner,1,2,0,3,Adidas/Seeley,7 W,csafe_tpashek,Black,L
016098R_20180305_2_1_2_csafe_bpbryson.tiff,2D Scanner,1,2,2,16,Adidas/Seeley,10 M,csafe_bpbryson,Grey,R
051739R_20180131_2_1_2_csafe_jekruse.tiff,2D Scanner,1,2,1,51,Nike/Winflo 4,10 M,csafe_jekruse,Athracite/dark grey-black,R
045684L_20171106_2_1_2_csafe_tpashek.tiff,2D Scanner,1,2,0,45,Nike/Winflo 4,8 W,csafe_tpashek,Black/white-dark grey,L
060465R_20180418_2_2_1_csafe_hanrahan.tiff,2D Scanner,2,1,3,60,Nike/Winflo 4,8.5 W,csafe_hanrahan,Black/white-racer pink,R
056968R_20180418_2_2_1_csafe_tpashek.tiff,2D Scanner,2,1,3,56,Nike/Winflo 4,8.5 W,csafe_tpashek,Black/white-racer pink,R
104158L_20180509_2_2_1_jekruse.tiff,2D Scanner,2,1,3,104,Nike/Winflo 4,10.5 M,jekruse,Athracite/dark grey-black,L
067241L_20180207_2_2_1_csafe_boekhoff.tiff,2D Scanner,2,1,1,67,Nike/Winflo 4,8.5 W,csafe_boekhoff,Glacier-grey/black-anthracite,L
046560R_20180131_2_2_2_csafe_tpashek.tiff,2D Scanner,2,2,1,46,Nike/Winflo 4,8.5 W,csafe_tpashek,Glacier-grey/black-anthracite,R
048462L_20171113_2_1_1_csafe_bpbryson.tiff,2D Scanner,1,1,0,48,Nike/Winflo 4,10.5 M,csafe_bpbryson,Athracite/dark grey-black,L
132596R_20180404_2_2_1_csafe_tpashek.tiff,2D Scanner,2,1,2,132,Nike/Winflo 4,8.5 W,csafe_tpashek,Black/white-dark grey,R
103880R_20180113_2_1_2_Silerio-Kruse.tiff,2D Scanner,1,2,0,103,Nike/Winflo 4,10.5 M,Silerio-Kruse,Black/white-dark grey,R
130829R_20180502_2_1_1_jekruse.tiff,2D Scanner,1,1,3,130,Nike/Winflo 4,8.5 W,jekruse,Black/white-dark grey,R
014318R_20180124_2_1_1_csafe_boekhoff.tiff,2D Scanner,1,1,1,14,Nike/Winflo 4,8.5 W,csafe_boekhoff,Glacier-grey/black-anthracite,R
020574R_20171030_2_2_2_csafe_tpashek.tiff,2D Scanner,2,2,0,20,Nike/Winflo 4,8 W,csafe_tpashek,Black/white-dark grey,R
050626L_20180131_2_2_2_csafe_jekruse.tiff,2D Scanner,2,2,1,50,Nike/Winflo 4,10 M,csafe_jekruse,Athracite/dark grey-black,L
086457L_20180111_2_1_2_csafe_hanrahan.tiff,2D Scanner,1,2,0,86,Adidas/Seeley,7 W,csafe_hanrahan,Grey,L
131648R_20180502_2_1_1_jekruse.tiff,2D Scanner,1,1,3,131,Nike/Winflo 4,8 W,jekruse,Black/white-dark grey,R
144363L_20180409_2_1_2_csafe_bpbryson.tiff,2D Scanner,1,2,2,144,Nike/Winflo 4,10.5 M,csafe_bpbryson,Black/white-dark grey,L
