q,k,mated
102154L_20180214_2_2_2_csafe_jekruse.tiff,080592L_20180207_2_2_2_csafe_jekruse.tiff,True
060465R_20180131_2_2_2_csafe_hanrahan.tiff,140459R_20180221_2_1_2_csafe_hanrahan.tiff,True
018980L_20180124_2_2_2_csafe_bryson.tiff,012550L_20180124_2_2_2_csafe_jekruse.tiff,True
150768R_20180221_2_1_1_csafe_dtmartin.tiff,155006R_20180226_2_2_2_csafe_bpbryson.tiff,True
003859R_20180124_2_2_1_csafe_boekhoff.tiff,086927R_20180221_2_2_2_csafe_hanrahan.tiff,True
087354L_20180207_2_1_2_csafe_boekhoff.tiff,036285L_20180131_2_1_2_csafe_hanrahan.tiff,True
121935R_20180221_2_1_2_csafe_hanrahan.tiff,116291R_20180214_2_1_1_csafe_hanrahan.tiff,True
076650R_20180226_2_2_2_csafe_bpbryson.tiff,137736R_20180221_2_2_1_csafe_dtmartin.tiff,True
089078L_20180131_2_2_2_csafe_jekruse.tiff,135037L_20180221_2_2_1_csafe_dtmartin.tiff,True
095995R_20180214_2_1_1_csafe_hanrahan.tiff,134336R_20180221_2_2_2_csafe_hanrahan.tiff,True
160197L_20180221_2_2_1_csafe_dtmartin.tiff,044430L_20180131_2_1_2_csafe_jekruse.tiff,True
082317R_20180207_2_2_2_csafe_boekhoff.tiff,019979R_20180124_2_2_2_csafe_tpashek.tiff,True
024000R_20180124_2_1_2_csafe_jekruse.tiff,125855R_20180221_2_1_1_csafe_dtmartin.tiff,True
130829R_20180221_2_2_1_csafe_hanrahan.tiff,126848R_20180221_2_2_2_csafe_hanrahan.tiff,True
081247R_20180131_2_1_2_csafe_hanrahan.tiff,052702R_20180131_2_1_2_csafe_hanrahan.tiff,True
004756R_20180124_2_2_1_csafe_boekhoff.tiff,117875R_20180214_2_2_1_csafe_hanrahan.tiff,True
089078L_20180131_2_1_2_csafe_jekruse.tiff,112374L_20180214_2_1_1_csafe_jekruse.tiff,True
093150L_20180214_2_1_2_csafe_tpashek.tiff,013046L_20180124_2_1_1_csafe_tpashek.tiff,True
134426L_20180221_2_1_1_csafe_hanrahan.tiff,069055L_20180207_2_2_1_csafe_boekhoff.tiff,True
033281L_20180131_2_2_2_csafe_hanrahan.tiff,046013L_20180131_2_2_1_csafe_tpashek.tiff,True
100125R_20180214_2_2_2_csafe_hanrahan.tiff,036893R_20180131_2_1_2_csafe_hanrahan.tiff,True
069223R_20180207_2_1_1_csafe_boekhoff.tiff,134336R_20180221_2_2_2_csafe_hanrahan.tiff,True
052702R_20180131_2_1_2_csafe_hanrahan.tiff,019979R_20180124_2_2_2_csafe_tpashek.tiff,True
117217L_20180214_2_2_1_csafe_hanrahan.tiff,067241L_20180207_2_1_1_csafe_boekhoff.tiff,True
095995R_20180214_2_1_2_csafe_hanrahan.tiff,097195R_20180214_2_1_2_csafe_hanrahan.tiff,True
023244R_20180124_2_1_1_csafe_boekhoff.tiff,088597R_20180207_2_2_2_csafe_boekhoff.tiff,True
160138R_20180221_2_1_2_csafe_dtmartin.tiff,079309R_20180207_2_2_1_csafe_jekruse.tiff,True
067241L_20180207_2_2_1_csafe_boekhoff.tiff,157754L_20180221_2_1_2_csafe_hanrahan.tiff,True
126068L_20180221_2_2_2_csafe_hanrahan.tiff,130691L_20180221_2_1_2_csafe_hanrahan.tiff,True
157754L_20180221_2_1_2_csafe_hanrahan.tiff,013046L_20180124_2_1_1_csafe_tpashek.tiff,True
097195R_20180214_2_1_2_csafe_hanrahan.tiff,091173R_20180214_2_1_2_csafe_boekhoff.tiff,True
092115R_20180214_2_1_1_csafe_tpashek.tiff,101662R_20180214_2_2_1_csafe_hanrahan.tiff,True
160197L_20180221_2_1_1_csafe_dtmartin.tiff,079218L_20180207_2_1_1_csafe_jekruse.tiff,True
090449R_20180207_2_2_1_csafe_boekhoff.tiff,140459R_20180221_2_1_2_csafe_hanrahan.tiff,True
100125R_20180214_2_2_1_csafe_hanrahan.tiff,121935R_20180221_2_2_2_csafe_hanrahan.tiff,True
105050R_20180214_2_2_2_csafe_jekruse.tiff,102420R_20180214_2_1_2_csafe_jekruse.tiff,True
100845L_20180214_2_2_2_csafe_hanrahan.tiff,121753L_20180221_2_2_1_csafe_hanrahan.tiff,True
047555L_20180131_2_2_2_csafe_hanrahan.tiff,083749L_20180207_2_1_2_csafe_boekhoff.tiff,True
039341R_20180131_2_1_1_csafe_jekruse.tiff,104052R_20180214_2_2_1_csafe_jekruse.tiff,True
032826R_20180131_2_1_2_csafe_hanrahan.tiff,137736R_20180221_2_1_1_csafe_dtmartin.tiff,True
135791R_20180221_2_2_1_csafe_dtmartin.tiff,022867R_20180124_2_1_2_csafe_bryson.tiff,True
068320L_20180207_2_2_2_csafe_boekhoff.tiff,036285L_20180131_2_1_1_csafe_hanrahan.tiff,True
044022R_20180131_2_2_2_csafe_jekruse.tiff,079309R_20180207_2_1_2_csafe_jekruse.tiff,True
028391R_20180124_2_1_2_csafe_boekhoff.tiff,126848R_20180221_2_2_2_csafe_hanrahan.tiff,True
044022R_20180131_2_1_2_csafe_jekruse.tiff,079309R_20180207_2_1_1_csafe_jekruse.tiff,True
049924L_20180131_2_1_2_csafe_jekruse.tiff,015651L_20180124_2_1_1_csafe_jekruse.tiff,True
121753L_20180221_2_1_2_csafe_hanrahan.tiff,087354L_20180207_2_2_2_csafe_boekhoff.tiff,True
052702R_20180131_2_2_2_csafe_hanrahan.tiff,041672R_20180131_2_2_1_csafe_tpashek.tiff,True
083749L_20180207_2_1_2_csafe_boekhoff.tiff,108416L_20180214_2_1_2_csafe_tpashek.tiff,True
069055L_20180207_2_2_2_csafe_boekhoff.tiff,047555L_20180131_2_1_1_csafe_hanrahan.tiff,True
061703L_20180207_2_2_2_csafe_boekhoff.tiff,060706L_20180131_2_1_2_csafe_hanrahan.tiff,True
014450L_20180124_2_1_1_csafe_boekhoff.tiff,157754L_20180221_2_1_1_csafe_hanrahan.tiff,True
138432R_20180221_2_1_2_csafe_dtmartin.tiff,079309R_20180207_2_2_1_csafe_jekruse.tiff,True
076275L_20180226_2_2_1_csafe_bpbryson.tiff,012550L_20180124_2_2_1_csafe_jekruse.tiff,True
133101R_20180221_2_1_1_csafe_tpashek.tiff,110978R_20180214_2_2_2_csafe_tpashek.tiff,True
024000R_20180124_2_1_1_csafe_jekruse.tiff,032826R_20180131_2_2_2_csafe_hanrahan.tiff,True
061023R_20180207_2_2_2_csafe_boekhoff.tiff,004756R_20180124_2_2_1_csafe_boekhoff.tiff,True
037549L_20180131_2_1_1_csafe_jekruse.tiff,152759L_20180221_2_1_2_csafe_dtmartin.tiff,True
119777L_20180214_2_2_1_csafe_hanrahan.tiff,033281L_20180131_2_1_2_csafe_hanrahan.tiff,True
023244R_20180124_2_1_2_csafe_boekhoff.tiff,148647R_20180221_2_2_2_csafe_tpashek.tiff,True
125567L_20180221_2_1_2_csafe_dtmartin.tiff,012550L_20180124_2_2_2_csafe_jekruse.tiff,True
090160L_20180207_2_1_2_csafe_boekhoff.tiff,021345L_20180124_2_2_2_csafe_tpashek.tiff,True
086457L_20180221_2_2_2_csafe_hanrahan.tiff,092216L_20180214_2_1_2_csafe_tpashek.tiff,True
053900R_20180124_2_1_1_csafe_hanrahan.tiff,082317R_20180207_2_2_2_csafe_boekhoff.tiff,True
047902R_20180131_2_2_2_csafe_hanrahan.tiff,091173R_20180214_2_1_2_csafe_boekhoff.tiff,True
120425R_20180214_2_2_1_csafe_hanrahan.tiff,100125R_20180214_2_1_2_csafe_hanrahan.tiff,True
024113L_20180124_2_2_2_csafe_jekruse.tiff,037549L_20180131_2_1_2_csafe_jekruse.tiff,True
033281L_20180131_2_1_2_csafe_hanrahan.tiff,140634L_20180221_2_2_2_csafe_hanrahan.tiff,True
052203L_20180131_2_2_2_csafe_hanrahan.tiff,047555L_20180131_2_1_2_csafe_hanrahan.tiff,True
045684L_20180131_2_1_2_csafe_tpashek.tiff,134426L_20180221_2_2_2_csafe_hanrahan.tiff,True
117217L_20180214_2_1_1_csafe_hanrahan.tiff,133942L_20180221_2_1_1_csafe_tpashek.tiff,True
041672R_20180131_2_2_1_csafe_tpashek.tiff,088597R_20180207_2_2_2_csafe_boekhoff.tiff,True
061023R_20180207_2_1_1_csafe_boekhoff.tiff,013609R_20180124_2_1_2_csafe_tpashek.tiff,True
104158L_20180214_2_2_1_csafe_jekruse.tiff,022065L_20180124_2_1_1_csafe_bryson.tiff,True
047902R_20180131_2_1_1_csafe_hanrahan.tiff,098406R_20180214_2_2_1_csafe_hanrahan.tiff,True
108236R_20180214_2_1_2_csafe_tpashek.tiff,134336R_20180221_2_1_2_csafe_hanrahan.tiff,True
037891R_20180131_2_1_1_csafe_jekruse.tiff,076650R_20180226_2_2_2_csafe_bpbryson.tiff,True
036285L_20180131_2_2_1_csafe_hanrahan.tiff,087354L_20180207_2_1_2_csafe_boekhoff.tiff,True
075718L_20180207_2_2_1_csafe_boekhoff.tiff,097136L_20180214_2_2_1_csafe_hanrahan.tiff,True
063620R_20180214_2_2_2_csafe_jekruse.tiff,015307R_20180124_2_1_1_csafe_jekruse.tiff,True
087785R_20180207_2_1_2_csafe_boekhoff.tiff,100125R_20180214_2_1_2_csafe_hanrahan.tiff,True
016503L_20180124_2_2_1_csafe_jekruse.tiff,156914L_20180221_2_2_1_csafe_dtmartin.tiff,True
135791R_20180221_2_2_2_csafe_dtmartin.tiff,026973R_20180124_2_2_1_csafe_jekruse.tiff,True
080592L_20180207_2_1_2_csafe_jekruse.tiff,001732L_20180124_2_2_1_csafe_jekruse.tiff,True
045804R_20180131_2_2_1_csafe_tpashek.tiff,053900R_20180124_2_1_2_csafe_hanrahan.tiff,True
135037L_20180221_2_2_1_csafe_dtmartin.tiff,022065L_20180124_2_1_2_csafe_bryson.tiff,True
047555L_20180131_2_2_1_csafe_hanrahan.tiff,082497L_20180207_2_1_1_csafe_boekhoff.tiff,True
091734L_20180214_2_2_1_csafe_boekhoff.tiff,045684L_20180131_2_2_1_csafe_tpashek.tiff,True
084563R_20180221_2_2_2_csafe_hanrahan.tiff,025004R_20180131_2_1_1_csafe_hanrahan.tiff,True
157104R_20180221_2_1_2_csafe_hanrahan.tiff,013609R_20180124_2_1_1_csafe_tpashek.tiff,True
129401L_20180221_2_1_2_csafe_tpashek.tiff,140634L_20180221_2_2_2_csafe_hanrahan.tiff,True
104052R_20180214_2_2_2_csafe_jekruse.tiff,026973R_20180124_2_2_2_csafe_jekruse.tiff,True
083929R_20180207_2_1_1_csafe_boekhoff.tiff,148647R_20180221_2_2_2_csafe_tpashek.tiff,True
025677L_20180131_2_1_2_csafe_hanrahan.tiff,072582L_20180207_2_1_2_csafe_boekhoff.tiff,True
045684L_20180131_2_2_2_csafe_tpashek.tiff,083749L_20180207_2_1_1_csafe_boekhoff.tiff,True
120425R_20180214_2_1_1_csafe_hanrahan.tiff,100125R_20180214_2_1_2_csafe_hanrahan.tiff,True
050277R_20180131_2_2_2_csafe_jekruse.tiff,125855R_20180221_2_1_2_csafe_dtmartin.tiff,True
032826R_20180131_2_2_1_csafe_hanrahan.tiff,151222R_20180226_2_2_1_csafe_bpbryson.tiff,True
153585R_20180226_2_1_1_csafe_bpbryson.tiff,051739R_20180131_2_2_2_csafe_jekruse.tiff,True
092216L_20180214_2_1_1_csafe_tpashek.tiff,084811L_20180221_2_1_1_csafe_hanrahan.tiff,True
014450L_20180124_2_1_2_csafe_boekhoff.tiff,004888L_20180124_2_1_1_csafe_boekhoff.tiff,True
097195R_20180214_2_2_2_csafe_hanrahan.tiff,095995R_20180214_2_2_1_csafe_hanrahan.tiff,True
121753L_20180221_2_1_1_csafe_hanrahan.tiff,036285L_20180131_2_2_2_csafe_hanrahan.tiff,True
038400L_20180131_2_2_1_csafe_jekruse.tiff,050626L_20180131_2_2_1_csafe_jekruse.tiff,True
083929R_20180207_2_2_2_csafe_boekhoff.tiff,069223R_20180207_2_2_2_csafe_boekhoff.tiff,True
156625R_20180221_2_1_1_csafe_dtmartin.tiff,034419R_20180131_2_2_2_csafe_jekruse.tiff,True
022867R_20180124_2_2_2_csafe_bryson.tiff,049490R_20180131_2_2_1_csafe_jekruse.tiff,True
098084L_20180214_2_1_2_csafe_hanrahan.tiff,088621L_20180207_2_1_2_csafe_boekhoff.tiff,True
060465R_20180131_2_2_1_csafe_hanrahan.tiff,013609R_20180124_2_1_1_csafe_tpashek.tiff,True
013046L_20180124_2_2_1_csafe_tpashek.tiff,054359L_20180131_2_2_2_csafe_tpashek.tiff,True
039278L_20180131_2_2_1_csafe_jekruse.tiff,063912L_20180214_2_1_1_csafe_jekruse.tiff,True
051739R_20180131_2_1_1_csafe_jekruse.tiff,018311R_20180124_2_1_2_csafe_bryson.tiff,True
130691L_20180221_2_2_2_csafe_hanrahan.tiff,028882L_20180124_2_2_1_csafe_boekhoff.tiff,True
151871L_20180226_2_2_1_csafe_bpbryson.tiff,018980L_20180124_2_1_1_csafe_bryson.tiff,True
151222R_20180226_2_2_1_csafe_bpbryson.tiff,153585R_20180226_2_1_2_csafe_bpbryson.tiff,True
067149R_20180207_2_2_1_csafe_boekhoff.tiff,066991R_20180214_2_2_1_csafe_hanrahan.tiff,True
026973R_20180124_2_1_2_csafe_jekruse.tiff,080478R_20180207_2_2_1_csafe_jekruse.tiff,True
075718L_20180207_2_1_2_csafe_boekhoff.tiff,091734L_20180214_2_1_1_csafe_boekhoff.tiff,True
016098R_20180124_2_1_2_csafe_jekruse.tiff,007414R_20180124_2_2_1_csafe_tpashek.tiff,True
105050R_20180214_2_2_1_csafe_jekruse.tiff,049490R_20180131_2_1_1_csafe_jekruse.tiff,True
023519L_20180124_2_1_2_csafe_boekhoff.tiff,095301L_20180214_2_1_2_csafe_hanrahan.tiff,True
126068L_20180221_2_2_1_csafe_hanrahan.tiff,130691L_20180221_2_1_2_csafe_hanrahan.tiff,True
144088R_20180221_2_1_2_csafe_dtmartin.tiff,104052R_20180214_2_1_1_csafe_jekruse.tiff,True
050626L_20180131_2_2_2_csafe_jekruse.tiff,051403L_20180131_2_2_2_csafe_jekruse.tiff,True
002054L_20180124_2_1_2_csafe_boekhoff.tiff,092216L_20180214_2_2_1_csafe_tpashek.tiff,True
060465R_20180131_2_1_2_csafe_hanrahan.tiff,117875R_20180214_2_1_2_csafe_hanrahan.tiff,True
089280R_20180131_2_1_2_csafe_jekruse.tiff,026973R_20180124_2_2_1_csafe_jekruse.tiff,True
120600L_20180214_2_1_2_csafe_hanrahan.tiff,036285L_20180131_2_1_1_csafe_hanrahan.tiff,True
090449R_20180207_2_1_2_csafe_boekhoff.tiff,133101R_20180221_2_1_1_csafe_tpashek.tiff,True
150455L_20180221_2_2_2_csafe_dtmartin.tiff,034323L_20180131_2_1_2_csafe_jekruse.tiff,True
053470L_20180124_2_1_1_csafe_hanrahan.tiff,075718L_20180207_2_2_1_csafe_boekhoff.tiff,True
012550L_20180124_2_1_2_csafe_jekruse.tiff,018980L_20180124_2_2_1_csafe_bryson.tiff,True
155006R_20180226_2_2_1_csafe_bpbryson.tiff,034419R_20180131_2_2_1_csafe_jekruse.tiff,True
018311R_20180124_2_1_1_csafe_bryson.tiff,050277R_20180131_2_2_2_csafe_jekruse.tiff,True
133101R_20180221_2_1_2_csafe_tpashek.tiff,014318R_20180124_2_2_2_csafe_boekhoff.tiff,True
146360R_20180221_2_1_1_csafe_hanrahan.tiff,097195R_20180214_2_2_1_csafe_hanrahan.tiff,True
084811L_20180221_2_2_1_csafe_hanrahan.tiff,127413L_20180221_2_1_2_csafe_hanrahan.tiff,True
138246L_20180221_2_2_2_csafe_dtmartin.tiff,044430L_20180131_2_1_1_csafe_jekruse.tiff,True
108236R_20180214_2_2_1_csafe_tpashek.tiff,098406R_20180214_2_1_2_csafe_hanrahan.tiff,True
150768R_20180221_2_1_2_csafe_dtmartin.tiff,034419R_20180131_2_2_2_csafe_jekruse.tiff,True
041725L_20180131_2_1_2_csafe_tpashek.tiff,023519L_20180124_2_1_1_csafe_boekhoff.tiff,True
001732L_20180124_2_2_2_csafe_jekruse.tiff,112374L_20180214_2_2_1_csafe_jekruse.tiff,True
088621L_20180207_2_1_2_csafe_boekhoff.tiff,082497L_20180207_2_1_1_csafe_boekhoff.tiff,True
050626L_20180131_2_2_1_csafe_jekruse.tiff,151871L_20180226_2_1_2_csafe_bpbryson.tiff,True
026920L_20180124_2_2_1_csafe_jekruse.tiff,022065L_20180124_2_1_2_csafe_bryson.tiff,True
060706L_20180131_2_1_2_csafe_hanrahan.tiff,056495L_20180131_2_2_2_csafe_tpashek.tiff,True
108416L_20180214_2_1_1_csafe_tpashek.tiff,082497L_20180207_2_1_1_csafe_boekhoff.tiff,True
112374L_20180214_2_1_2_csafe_jekruse.tiff,080592L_20180207_2_1_2_csafe_jekruse.tiff,True
152759L_20180221_2_2_2_csafe_dtmartin.tiff,018980L_20180124_2_1_2_csafe_bryson.tiff,True
037891R_20180131_2_2_2_csafe_jekruse.tiff,153585R_20180226_2_1_2_csafe_bpbryson.tiff,True
041672R_20180131_2_1_2_csafe_tpashek.tiff,052702R_20180131_2_2_1_csafe_hanrahan.tiff,True
023519L_20180124_2_2_1_csafe_boekhoff.tiff,134426L_20180221_2_2_1_csafe_hanrahan.tiff,True
160138R_20180221_2_2_1_csafe_dtmartin.tiff,079309R_20180207_2_1_2_csafe_jekruse.tiff,True
075110R_20180207_2_1_2_csafe_boekhoff.tiff,088597R_20180207_2_2_2_csafe_boekhoff.tiff,True
039341R_20180131_2_1_2_csafe_jekruse.tiff,001351R_20180124_2_1_1_csafe_jekruse.tiff,True
080592L_20180207_2_2_2_csafe_jekruse.tiff,015651L_20180124_2_2_2_csafe_jekruse.tiff,True
151871L_20180226_2_1_2_csafe_bpbryson.tiff,050626L_20180131_2_1_2_csafe_jekruse.tiff,True
119777L_20180214_2_1_1_csafe_hanrahan.tiff,140634L_20180221_2_1_1_csafe_hanrahan.tiff,True
080478R_20180207_2_1_1_csafe_jekruse.tiff,112033R_20180214_2_1_1_csafe_jekruse.tiff,True
033281L_20180131_2_1_1_csafe_hanrahan.tiff,066782L_20180214_2_1_2_csafe_hanrahan.tiff,True
117875R_20180214_2_1_2_csafe_hanrahan.tiff,060465R_20180131_2_1_2_csafe_hanrahan.tiff,True
127413L_20180221_2_2_1_csafe_hanrahan.tiff,086457L_20180221_2_2_1_csafe_hanrahan.tiff,True
120600L_20180214_2_2_2_csafe_hanrahan.tiff,036285L_20180131_2_2_2_csafe_hanrahan.tiff,True
004888L_20180124_2_1_2_csafe_boekhoff.tiff,107599L_20180214_2_2_2_csafe_tpashek.tiff,True
013046L_20180124_2_2_2_csafe_tpashek.tiff,067241L_20180207_2_1_2_csafe_boekhoff.tiff,True
103880R_20180214_2_2_2_csafe_jekruse.tiff,144088R_20180221_2_2_1_csafe_dtmartin.tiff,True
039278L_20180131_2_1_1_csafe_jekruse.tiff,026920L_20180124_2_2_2_csafe_jekruse.tiff,True
002054L_20180124_2_1_1_csafe_boekhoff.tiff,003271L_20180124_2_1_1_csafe_boekhoff.tiff,True
153585R_20180226_2_2_2_csafe_bpbryson.tiff,037891R_20180131_2_2_1_csafe_jekruse.tiff,True
037891R_20180131_2_2_1_csafe_jekruse.tiff,076650R_20180226_2_1_2_csafe_bpbryson.tiff,True
137513L_20180221_2_1_2_csafe_dtmartin.tiff,018980L_20180124_2_1_1_csafe_bryson.tiff,True
014450L_20180124_2_2_1_csafe_boekhoff.tiff,066782L_20180214_2_2_2_csafe_hanrahan.tiff,True
051739R_20180131_2_1_2_csafe_jekruse.tiff,153585R_20180226_2_1_2_csafe_bpbryson.tiff,True
091173R_20180214_2_1_1_csafe_boekhoff.tiff,019979R_20180124_2_1_1_csafe_tpashek.tiff,True
116404L_20180214_2_2_2_csafe_hanrahan.tiff,036285L_20180131_2_2_2_csafe_hanrahan.tiff,True
039341R_20180131_2_2_2_csafe_jekruse.tiff,049490R_20180131_2_2_2_csafe_jekruse.tiff,True
129401L_20180221_2_1_1_csafe_tpashek.tiff,065231L_20180207_2_1_2_csafe_boekhoff.tiff,True
060706L_20180131_2_2_2_csafe_hanrahan.tiff,028882L_20180124_2_2_2_csafe_boekhoff.tiff,True
148763L_20180221_2_1_2_csafe_tpashek.tiff,069055L_20180207_2_2_2_csafe_boekhoff.tiff,True
150768R_20180221_2_2_2_csafe_dtmartin.tiff,156625R_20180221_2_2_1_csafe_dtmartin.tiff,True
092115R_20180214_2_2_2_csafe_tpashek.tiff,002898R_20180124_2_2_1_csafe_boekhoff.tiff,True
063912L_20180214_2_2_1_csafe_jekruse.tiff,104158L_20180214_2_1_1_csafe_jekruse.tiff,True
137513L_20180221_2_2_2_csafe_dtmartin.tiff,038400L_20180131_2_2_2_csafe_jekruse.tiff,True
088597R_20180207_2_2_1_csafe_boekhoff.tiff,091173R_20180214_2_1_1_csafe_boekhoff.tiff,True
044430L_20180131_2_1_2_csafe_jekruse.tiff,138246L_20180221_2_1_2_csafe_dtmartin.tiff,True
016503L_20180124_2_2_2_csafe_jekruse.tiff,007961L_20180124_2_2_2_csafe_bryson.tiff,True
007961L_20180124_2_1_1_csafe_bryson.tiff,034323L_20180131_2_1_2_csafe_jekruse.tiff,True
021345L_20180124_2_1_1_csafe_tpashek.tiff,126068L_20180221_2_2_1_csafe_hanrahan.tiff,True
052203L_20180131_2_2_1_csafe_hanrahan.tiff,053470L_20180124_2_1_2_csafe_hanrahan.tiff,True
134426L_20180221_2_2_2_csafe_hanrahan.tiff,091734L_20180214_2_2_1_csafe_boekhoff.tiff,True
105557L_20180214_2_2_2_csafe_jekruse.tiff,144363L_20180221_2_2_2_csafe_dtmartin.tiff,True
