q,k,mated
002054L_20180228_2_1_2_csafe_hanrahan.tiff,002054L_20180228_2_1_1_csafe_hanrahan.tiff,TRUE
002054L_20180411_2_1_1_csafe_tpashek.tiff,002054L_20180411_2_1_2_csafe_tpashek.tiff,TRUE
002898R_20180411_2_2_1_csafe_tpashek.tiff,002898R_20180411_2_2_2_csafe_tpashek.tiff,TRUE
002054L_20180124_2_1_1_csafe_boekhoff.tiff,002054L_20180124_2_1_2_csafe_boekhoff.tiff,TRUE
002054L_20171027_2_2_1_csafe_tpashek.tiff,002054L_20171027_2_2_2_csafe_tpashek.tiff,TRUE
002054L_20180124_2_2_1_csafe_boekhoff.tiff,002054L_20180124_2_2_2_csafe_boekhoff.tiff,TRUE
002898R_20180228_2_2_2_csafe_hanrahan.tiff,002898R_20180228_2_2_1_csafe_hanrahan.tiff,TRUE
002898R_20171027_2_1_1_csafe_tpashek.tiff,002898R_20171027_2_1_2_csafe_tpashek.tiff,TRUE
003859R_20171027_2_2_2_csafe_tpashek.tiff,003859R_20171027_2_2_1_csafe_tpashek.tiff,TRUE
003271L_20171027_2_1_1_csafe_tpashek.tiff,003271L_20171027_2_1_2_csafe_tpashek.tiff,TRUE
003271L_20180228_2_1_1_csafe_hanrahan.tiff,003271L_20180228_2_1_2_csafe_boekhoff.tiff,TRUE
003271L_20180124_2_1_1_csafe_boekhoff.tiff,003271L_20180124_2_1_2_csafe_boekhoff.tiff,TRUE
003271L_20171027_2_2_1_csafe_tpashek.tiff,003271L_20171027_2_2_2_csafe_tpashek.tiff,TRUE
003859R_20180411_2_1_2_csafe_tpashek.tiff,003859R_20180411_2_1_1_csafe_tpashek.tiff,TRUE
003859R_20180124_2_1_1_csafe_boekhoff.tiff,003859R_20180124_2_1_2_csafe_boekhoff.tiff,TRUE
003271L_20180124_2_2_1_csafe_boekhoff.tiff,003271L_20180124_2_2_2_csafe_boekhoff.tiff,TRUE
003859R_20180124_2_2_2_csafe_boekhoff.tiff,003859R_20180124_2_2_1_csafe_boekhoff.tiff,TRUE
003859R_20180411_2_2_1_csafe_tpashek.tiff,003859R_20180411_2_2_2_csafe_tpashek.tiff,TRUE
003271L_20180411_2_2_1_csafe_tpashek.tiff,003271L_20180411_2_2_2_csafe_tpashek.tiff,TRUE
003859R_20180228_2_2_1_csafe_boekhoff.tiff,003859R_20180228_2_2_2_csafe_boekhoff.tiff,TRUE
003859R_20171027_2_1_2_csafe_tpashek.tiff,003859R_20171027_2_1_1_csafe_tpashek.tiff,TRUE
003859R_20180228_2_1_2_csafe_boekhoff.tiff,003859R_20180228_2_1_1_csafe_boekhoff.tiff,TRUE
003271L_20180411_2_1_1_csafe_tpashek.tiff,003271L_20180411_2_1_2_csafe_tpashek.tiff,TRUE
003271L_20180228_2_2_1_csafe_boekhoff.tiff,003271L_20180228_2_2_2_csafe_boekhoff.tiff,TRUE
004888L_20180411_2_1_1_csafe_tpashek.tiff,004888L_20180411_2_1_2_csafe_tpashek.tiff,TRUE
004756R_20171027_2_1_2_csafe_tpashek.tiff,004756R_20171027_2_1_1_csafe_tpashek.tiff,TRUE
004888L_20180124_2_2_1_csafe_boekhoff.tiff,004888L_20180124_2_2_2_csafe_boekhoff.tiff,TRUE
004888L_20171027_2_2_1_csafe_tpashek.tiff,004888L_20171027_2_2_2_csafe_tpashek.tiff,TRUE
004888L_20171027_2_1_1_csafe_tpashek.tiff,004888L_20171027_2_1_2_csafe_tpashek.tiff,TRUE
004756R_20180411_2_2_1_csafe_tpashek.tiff,004756R_20180411_2_2_2_csafe_tpashek.tiff,TRUE
004756R_20171027_2_2_2_csafe_tpashek.tiff,004756R_20171027_2_2_1_csafe_tpashek.tiff,TRUE
004756R_20180228_2_1_1_csafe_boekhoff.tiff,004756R_20180228_2_1_2_csafe_boekhoff.tiff,TRUE
004756R_20180411_2_1_2_csafe_tpashek.tiff,004756R_20180411_2_1_1_csafe_tpashek.tiff,TRUE
004888L_20180124_2_1_2_csafe_boekhoff.tiff,004888L_20180124_2_1_1_csafe_boekhoff.tiff,TRUE
004756R_20180124_2_2_1_csafe_boekhoff.tiff,004756R_20180124_2_2_2_csafe_boekhoff.tiff,TRUE
004756R_20180124_2_1_2_csafe_boekhoff.tiff,004756R_20180124_2_1_1_csafe_boekhoff.tiff,TRUE
004888L_20180228_2_1_1_csafe_boekhoff.tiff,004888L_20180228_2_1_2_csafe_boekhoff.tiff,TRUE
004756R_20180228_2_2_2_csafe_boekhoff.tiff,004756R_20180228_2_2_1_csafe_boekhoff.tiff,TRUE
004888L_20180411_2_2_2_csafe_tpashek.tiff,004888L_20180411_2_2_1_csafe_tpashek.tiff,TRUE
004888L_20180228_2_2_1_csafe_boekhoff.tiff,004888L_20180228_2_2_2_csafe_boekhoff.tiff,TRUE
007414R_20180124_2_1_2_csafe_bryson.tiff,007414R_20180124_2_1_1_csafe_bryson.tiff,TRUE
007414R_20180411_2_2_1_csafe_jekruse.tiff,007414R_20180411_2_2_2_csafe_jekruse.tiff,TRUE
007414R_20180228_2_2_2_csafe_jekruse.tiff,007414R_20180228_2_2_1_csafe_jekruse.tiff,TRUE
007961L_20171031_2_1_1_csafe_bpbryson.tiff,007961L_20171031_2_1_2_csafe_bpbryson.tiff,TRUE
007961L_20180124_2_1_1_csafe_bryson.tiff,007961L_20180124_2_1_2_csafe_bryson.tiff,TRUE
007961L_20180411_2_1_1_csafe_jekruse.tiff,007961L_20180411_2_1_2_csafe_jekruse.tiff,TRUE
007961L_20171031_2_2_2_csafe_bpbryson.tiff,007961L_20171031_2_2_1_csafe_bpbryson.tiff,TRUE
007961L_20180228_2_1_1_csafe_jekruse.tiff,007961L_20180228_2_1_2_csafe_jekruse.tiff,TRUE
007961L_20180228_2_2_1_csafe_jekruse.tiff,007961L_20180228_2_2_2_csafe_jekruse.tiff,TRUE
007414R_20180124_2_2_2_csafe_bryson.tiff,007414R_20180124_2_2_1_csafe_tpashek.tiff,TRUE
007414R_20180411_2_1_2_csafe_jekruse.tiff,007414R_20180411_2_1_1_csafe_jekruse.tiff,TRUE
007414R_20180228_2_1_2_csafe_jekruse.tiff,007414R_20180228_2_1_1_csafe_jekruse.tiff,TRUE
007961L_20180411_2_2_1_csafe_jekruse.tiff,007961L_20180411_2_2_2_csafe_jekruse.tiff,TRUE
007961L_20180124_2_2_2_csafe_bryson.tiff,007961L_20180124_2_2_1_csafe_bryson.tiff,TRUE
007414R_20171031_2_2_2_csafe_bpbryson.tiff,007414R_20171031_2_2_1_csafe_bpbryson.tiff,TRUE
007414R_20171031_2_1_1_csafe_bpbryson.tiff,007414R_20171031_2_1_2_csafe_bpbryson.tiff,TRUE
008204L_20180228_2_2_1_csafe_boekhoff.tiff,008204L_20180228_2_2_2_csafe_boekhoff.tiff,TRUE
008475R_20180411_2_1_1_csafe_tpashek.tiff,008475R_20180411_2_1_2_csafe_tpashek.tiff,TRUE
008475R_20171030_2_1_1_csafe_tpashek.tiff,008475R_20171030_2_1_2_csafe_tpashek.tiff,TRUE
008204L_20180228_2_1_1_csafe_boekhoff.tiff,008204L_20180228_2_1_2_csafe_boekhoff.tiff,TRUE
008204L_20171030_2_2_1_csafe_tpashek.tiff,008204L_20171030_2_2_2_csafe_tpashek.tiff,TRUE
008204L_20180411_2_1_1_csafe_tpashek.tiff,008204L_20180411_2_1_2_csafe_tpashek.tiff,TRUE
008204L_20180411_2_2_2_csafe_tpashek.tiff,008204L_20180411_2_2_1_csafe_tpashek.tiff,TRUE
008475R_20171030_2_2_2_csafe_tpashek.tiff,008475R_20171030_2_2_1_csafe_tpashek.tiff,TRUE
008204L_20171030_2_1_1_csafe_tpashek.tiff,008204L_20171030_2_1_2_csafe_tpashek.tiff,TRUE
008475R_20180228_2_1_1_csafe_boekhoff.tiff,008475R_20180228_2_1_2_csafe_boekhoff.tiff,TRUE
008475R_20180228_2_2_1_csafe_boekhoff.tiff,008475R_20180228_2_2_2_csafe_boekhoff.tiff,TRUE
008475R_20180411_2_2_1_csafe_tpashek.tiff,008475R_20180411_2_2_2_csafe_tpashek.tiff,TRUE
012352R_20171031_2_2_1_csafe_bpbryson.tiff,012352R_20171031_2_2_2_csafe_bpbryson.tiff,TRUE
012550L_20180502_2_1_2_csafe_jekruse.tiff,012550L_20180502_2_1_1_csafe_jekruse.tiff,TRUE
012352R_20180124_2_2_2_csafe_jekruse.tiff,012352R_20180124_2_2_1_csafe_jekruse.tiff,TRUE
012550L_20180124_2_1_1_csafe_jekruse.tiff,012550L_20180124_2_1_2_csafe_jekruse.tiff,TRUE
012550L_20180502_2_2_1_csafe_jekruse.tiff,012550L_20180502_2_2_2_csafe_jekruse.tiff,TRUE
012550L_20171031_2_2_1_csafe_bpbryson.tiff,012550L_20171031_2_2_2_csafe_bpbryson.tiff,TRUE
012352R_20180124_2_1_1_csafe_jekruse.tiff,012352R_20180124_2_1_2_csafe_jekruse.tiff,TRUE
012550L_20171031_2_1_2_csafe_bpbryson.tiff,012550L_20171031_2_1_1_csafe_bpbryson.tiff,TRUE
012352R_20180502_2_1_1_csafe_jekruse.tiff,012352R_20180502_2_1_2_csafe_jekruse.tiff,TRUE
012352R_20180307_2_1_2_csafe_jekruse.tiff,012352R_20180307_2_1_1_csafe_jekruse.tiff,TRUE
012550L_20180307_2_2_1_csafe_jekruse.tiff,012550L_20180307_2_2_2_csafe_jekruse.tiff,TRUE
012550L_20180124_2_2_1_csafe_jekruse.tiff,012550L_20180124_2_2_2_csafe_jekruse.tiff,TRUE
012550L_20180307_2_1_2_csafe_jekruse.tiff,012550L_20180307_2_1_1_csafe_jekruse.tiff,TRUE
012352R_20180502_2_2_2_csafe_jekruse.tiff,012352R_20180502_2_2_1_csafe_jekruse.tiff,TRUE
012352R_20171031_2_1_2_csafe_bpbryson.tiff,012352R_20171031_2_1_1_csafe_bpbryson.tiff,TRUE
012352R_20180307_2_2_2_csafe_jekruse.tiff,012352R_20180307_2_2_1_csafe_jekruse.tiff,TRUE
013609R_20180228_2_2_2_csafe_boekhoff.tiff,013609R_20180228_2_2_1_csafe_boekhoff.tiff,TRUE
013046L_20180228_2_1_2_csafe_boekhoff.tiff,013046L_20180228_2_1_1_csafe_boekhoff.tiff,TRUE
013046L_20171030_2_1_1_csafe_tpashek.tiff,013046L_20171030_2_1_2_csafe_tpashek.tiff,TRUE
013609R_20180411_2_2_2_csafe_tpashek.tiff,013609R_20180411_2_2_1_csafe_tpashek.tiff,TRUE
013046L_20180124_2_1_1_csafe_tpashek.tiff,013046L_20180124_2_1_2_csafe_tpashek.tiff,TRUE
013609R_20171030_2_2_2_csafe_tpashek.tiff,013609R_20171030_2_2_1_csafe_tpashek.tiff,TRUE
013609R_20180228_2_1_1_csafe_boekhoff.tiff,013609R_20180228_2_1_2_csafe_boekhoff.tiff,TRUE
013609R_20180124_2_1_1_csafe_tpashek.tiff,013609R_20180124_2_1_2_csafe_tpashek.tiff,TRUE
013609R_20180124_2_2_1_csafe_tpashek.tiff,013609R_20180124_2_2_2_csafe_tpashek.tiff,TRUE
013046L_20180411_2_2_1_csafe_tpashek.tiff,013046L_20180411_2_2_2_csafe_tpashek.tiff,TRUE
013609R_20180411_2_1_1_csafe_tpashek.tiff,013609R_20180411_2_1_2_csafe_tpashek.tiff,TRUE
013046L_20180124_2_2_1_csafe_tpashek.tiff,013046L_20180124_2_2_2_csafe_tpashek.tiff,TRUE
013046L_20171030_2_2_2_csafe_tpashek.tiff,013046L_20171030_2_2_1_csafe_tpashek.tiff,TRUE
013046L_20180411_2_1_1_csafe_tpashek.tiff,013046L_20180411_2_1_2_csafe_tpashek.tiff,TRUE
013046L_20180228_2_2_1_csafe_boekhoff.tiff,013046L_20180228_2_2_2_csafe_boekhoff.tiff,TRUE
013609R_20171030_2_1_2_csafe_tpashek.tiff,013609R_20171030_2_1_1_csafe_tpashek.tiff,TRUE
014450L_20180124_2_2_1_csafe_boekhoff.tiff,014450L_20180124_2_2_2_csafe_boekhoff.tiff,TRUE
014318R_20180228_2_1_1_csafe_boekhoff.tiff,014318R_20180228_2_1_2_csafe_boekhoff.tiff,TRUE
014450L_20171030_2_1_1_csafe_tpashek.tiff,014450L_20171030_2_1_2_csafe_tpashek.tiff,TRUE
014318R_20180124_2_1_2_csafe_boekhoff.tiff,014318R_20180124_2_1_1_csafe_boekhoff.tiff,TRUE
014318R_20171030_2_2_1_csafe_tpashek.tiff,014318R_20171030_2_2_2_csafe_tpashek.tiff,TRUE
014318R_20180228_2_2_1_csafe_boekhoff.tiff,014318R_20180228_2_2_2_csafe_boekhoff.tiff,TRUE
014318R_20171030_2_1_2_csafe_tpashek.tiff,014318R_20171030_2_1_1_csafe_tpashek.tiff,TRUE
014450L_20180124_2_1_2_csafe_boekhoff.tiff,014450L_20180124_2_1_1_csafe_boekhoff.tiff,TRUE
014318R_20180124_2_2_2_csafe_boekhoff.tiff,014318R_20180124_2_2_1_csafe_boekhoff.tiff,TRUE
014450L_20180228_2_2_2_csafe_boekhoff.tiff,014450L_20180228_2_2_1_csafe_boekhoff.tiff,TRUE
014318R_20180411_2_1_2_csafe_tpashek.tiff,014318R_20180411_2_1_1_csafe_tpashek.tiff,TRUE
014450L_20171030_2_2_1_csafe_tpashek.tiff,014450L_20171030_2_2_2_csafe_tpashek.tiff,TRUE
014318R_20180411_2_2_1_csafe_tpashek.tiff,014318R_20180411_2_2_2_csafe_tpashek.tiff,TRUE
014450L_20180411_2_2_2_csafe_tpashek.tiff,014450L_20180411_2_2_1_csafe_tpashek.tiff,TRUE
014450L_20180411_2_1_2_csafe_tpashek.tiff,014450L_20180411_2_1_1_csafe_tpashek.tiff,TRUE
014450L_20180228_2_1_2_csafe_boekhoff.tiff,014450L_20180228_2_1_1_csafe_boekhoff.tiff,TRUE
015651L_20171031_2_2_1_csafe_bpbryson.tiff,015651L_20171031_2_2_2_csafe_bpbryson.tiff,TRUE
015651L_20171031_2_1_1_csafe_bpbryson.tiff,015651L_20171031_2_1_2_csafe_bpbryson.tiff,TRUE
015307R_20180411_2_1_2_csafe_jekruse.tiff,015307R_20180411_2_1_1_csafe_jekruse.tiff,TRUE
015651L_20180124_2_2_1_csafe_jekruse.tiff,015651L_20180124_2_2_2_csafe_jekruse.tiff,TRUE
015307R_20180305_2_2_1_csafe_bpbryson.tiff,015307R_20180305_2_2_2_csafe_bpbryson.tiff,TRUE
015307R_20171031_2_1_2_csafe_bpbryson.tiff,015307R_20171031_2_1_1_csafe_bpbryson.tiff,TRUE
015651L_20180305_2_1_2_csafe_bpbryson.tiff,015651L_20180305_2_1_1_csafe_bpbryson.tiff,TRUE
015651L_20180411_2_1_2_csafe_jekruse.tiff,015651L_20180411_2_1_1_csafe_jekruse.tiff,TRUE
015307R_20171031_2_2_2_csafe_bpbryson.tiff,015307R_20171031_2_2_1_csafe_bpbryson.tiff,TRUE
015307R_20180305_2_1_1_csafe_bpbryson.tiff,015307R_20180305_2_1_2_csafe_bpbryson.tiff,TRUE
015307R_20180124_2_1_1_csafe_jekruse.tiff,015307R_20180124_2_1_2_csafe_jekruse.tiff,TRUE
015651L_20180411_2_2_2_csafe_jekruse.tiff,015651L_20180411_2_2_1_csafe_jekruse.tiff,TRUE
015651L_20180305_2_2_2_csafe_bpbryson.tiff,015651L_20180305_2_2_1_csafe_bpbryson.tiff,TRUE
015307R_20180124_2_2_2_csafe_jekruse.tiff,015307R_20180124_2_2_1_csafe_jekruse.tiff,TRUE
015307R_20180411_2_2_2_csafe_jekruse.tiff,015307R_20180411_2_2_1_csafe_jekruse.tiff,TRUE
015651L_20180124_2_1_1_csafe_jekruse.tiff,015651L_20180124_2_1_2_csafe_jekruse.tiff,TRUE
016098R_20171031_2_2_2_csafe_bpbryson.tiff,016098R_20171031_2_2_1_csafe_bpbryson.tiff,TRUE
016503L_20171031_2_2_1_csafe_bpbryson.tiff,016503L_20171031_2_2_2_csafe_bpbryson.tiff,TRUE
016098R_20180124_2_1_2_csafe_jekruse.tiff,016098R_20180124_2_1_1_csafe_jekruse.tiff,TRUE
016098R_20171031_2_1_1_csafe_bpbryson.tiff,016098R_20171031_2_1_2_csafe_bpbryson.tiff,TRUE
016503L_20171031_2_1_1_csafe_bpbryson.tiff,016503L_20171031_2_1_2_csafe_bpbryson.tiff,TRUE
016503L_20180305_2_2_2_csafe_bpbryson.tiff,016503L_20180305_2_2_1_csafe_bpbryson.tiff,TRUE
016098R_20180411_2_2_1_csafe_jekruse.tiff,016098R_20180411_2_2_2_csafe_jekruse.tiff,TRUE
016503L_20180411_2_2_1_csafe_jekruse.tiff,016503L_20180411_2_2_2_csafe_jekruse.tiff,TRUE
016503L_20180305_2_1_1_csafe_bpbryson.tiff,016503L_20180305_2_1_2_csafe_bpbryson.tiff,TRUE
016503L_20180124_2_2_1_csafe_jekruse.tiff,016503L_20180124_2_2_2_csafe_jekruse.tiff,TRUE
016098R_20180305_2_2_1_csafe_bpbryson.tiff,016098R_20180305_2_2_2_csafe_bpbryson.tiff,TRUE
016098R_20180411_2_1_2_csafe_jekruse.tiff,016098R_20180411_2_1_1_csafe_jekruse.tiff,TRUE
016098R_20180305_2_1_2_csafe_bpbryson.tiff,016098R_20180305_2_1_1_csafe_bpbryson.tiff,TRUE
016503L_20180124_2_1_1_csafe_jekruse.tiff,016503L_20180124_2_1_2_csafe_jekruse.tiff,TRUE
016098R_20180124_2_2_2_csafe_jekruse.tiff,016098R_20180124_2_2_1_csafe_jekruse.tiff,TRUE
016503L_20180411_2_1_1_csafe_jekruse.tiff,016503L_20180411_2_1_2_csafe_jekruse.tiff,TRUE
018980L_20171031_2_1_2_csafe_bpbryson.tiff,018980L_20171031_2_1_1_csafe_bpbryson.tiff,TRUE
018311R_20180124_2_2_1_csafe_bryson.tiff,018311R_20180124_2_2_2_csafe_bryson.tiff,TRUE
018311R_20180124_2_1_1_csafe_bryson.tiff,018311R_20180124_2_1_2_csafe_bryson.tiff,TRUE
018311R_20180411_2_1_1_csafe_jekruse.tiff,018311R_20180411_2_1_2_csafe_jekruse.tiff,TRUE
018980L_20171031_2_2_2_csafe_bpbryson.tiff,018980L_20171031_2_2_1_csafe_bpbryson.tiff,TRUE
018980L_20180411_2_2_1_csafe_jekruse.tiff,018980L_20180411_2_2_2_csafe_jekruse.tiff,TRUE
018980L_20180411_2_1_2_csafe_jekruse.tiff,018980L_20180411_2_1_1_csafe_jekruse.tiff,TRUE
018980L_20180305_2_1_1_csafe_bpbryson.tiff,018980L_20180305_2_1_2_csafe_bpbryson.tiff,TRUE
018311R_20180305_2_2_1_csafe_bpbryson.tiff,018311R_20180305_2_2_2_csafe_bpbryson.tiff,TRUE
018980L_20180124_2_1_2_csafe_bryson.tiff,018980L_20180124_2_1_1_csafe_bryson.tiff,TRUE
018311R_20180411_2_2_1_csafe_jekruse.tiff,018311R_20180411_2_2_2_csafe_jekruse.tiff,TRUE
018311R_20180305_2_1_2_csafe_bpbryson.tiff,018311R_20180305_2_1_1_csafe_bpbryson.tiff,TRUE
018980L_20180305_2_2_1_csafe_bpbryson.tiff,018980L_20180305_2_2_2_csafe_bpbryson.tiff,TRUE
018980L_20180124_2_2_1_csafe_bryson.tiff,018980L_20180124_2_2_2_csafe_bryson.tiff,TRUE
018311R_20171031_2_1_2_csafe_bpbryson.tiff,018311R_20171031_2_1_1_csafe_bpbryson.tiff,TRUE
018311R_20171031_2_2_1_csafe_bpbryson.tiff,018311R_20171031_2_2_2_csafe_bpbryson.tiff,TRUE
019546L_20171030_2_2_2_csafe_tpashek.tiff,019546L_20171030_2_2_1_csafe_tpashek.tiff,TRUE
019546L_20180411_2_2_2_csafe_hanrahan.tiff,019546L_20180411_2_2_1_csafe_hanrahan.tiff,TRUE
019979R_20180124_2_1_1_csafe_tpashek.tiff,019979R_20180124_2_1_2_csafe_tpashek.tiff,TRUE
019979R_20180228_2_2_1_csafe_boekhoff.tiff,019979R_20180228_2_2_2_csafe_boekhoff.tiff,TRUE
019979R_20180411_2_2_1_csafe_hanrahan.tiff,019979R_20180411_2_2_2_csafe_hanrahan.tiff,TRUE
019546L_20180411_2_1_1_csafe_hanrahan.tiff,019546L_20180411_2_1_2_csafe_hanrahan.tiff,TRUE
019546L_20180228_2_1_1_csafe_boekhoff.tiff,019546L_20180228_2_1_2_csafe_boekhoff.tiff,TRUE
019546L_20180124_2_1_1_csafe_tpashek.tiff,019546L_20180124_2_1_2_csafe_tpashek.tiff,TRUE
019546L_20180228_2_2_2_csafe_boekhoff.tiff,019546L_20180228_2_2_1_csafe_boekhoff.tiff,TRUE
019546L_20180124_2_2_2_csafe_tpashek.tiff,019546L_20180124_2_2_1_csafe_tpashek.tiff,TRUE
019979R_20180411_2_1_2_csafe_hanrahan.tiff,019979R_20180411_2_1_1_csafe_hanrahan.tiff,TRUE
019546L_20171030_2_1_2_csafe_tpashek.tiff,019546L_20171030_2_1_1_csafe_tpashek.tiff,TRUE
019979R_20171030_2_1_1_csafe_tpashek.tiff,019979R_20171030_2_1_2_csafe_tpashek.tiff,TRUE
019979R_20180124_2_2_1_csafe_tpashek.tiff,019979R_20180124_2_2_2_csafe_tpashek.tiff,TRUE
019979R_20180228_2_1_2_csafe_boekhoff.tiff,019979R_20180228_2_1_1_csafe_boekhoff.tiff,TRUE
020544L_20180124_2_1_2_csafe_tpashek.tiff,020544L_20180124_2_1_1_csafe_tpashek.tiff,TRUE
020544L_20180124_2_2_1_csafe_tpashek.tiff,020544L_20180124_2_2_2_csafe_tpashek.tiff,TRUE
020544L_20180411_2_2_2_csafe_hanrahan.tiff,020544L_20180411_2_2_1_csafe_hanrahan.tiff,TRUE
020574R_20180411_2_2_2_csafe_hanrahan.tiff,020574R_20180411_2_2_1_csafe_hanrahan.tiff,TRUE
020544L_20171030_2_1_2_csafe_tpashek.tiff,020544L_20171030_2_1_1_csafe_tpashek.tiff,TRUE
020574R_20180411_2_1_1_csafe_hanrahan.tiff,020574R_20180411_2_1_2_csafe_hanrahan.tiff,TRUE
020574R_20180228_2_1_1_csafe_boekhoff.tiff,020574R_20180228_2_1_2_csafe_boekhoff.tiff,TRUE
020544L_20171030_2_2_2_csafe_tpashek.tiff,020544L_20171030_2_2_1_csafe_tpashek.tiff,TRUE
020544L_20180228_2_2_1_csafe_boekhoff.tiff,020544L_20180228_2_2_2_csafe_boekhoff.tiff,TRUE
020574R_20180124_2_1_1_csafe_tpashek.tiff,020574R_20180124_2_1_2_csafe_tpashek.tiff,TRUE
020574R_20171030_2_1_2_csafe_tpashek.tiff,020574R_20171030_2_1_1_csafe_tpashek.tiff,TRUE
020574R_20180228_2_2_2_csafe_boekhoff.tiff,020574R_20180228_2_2_1_csafe_boekhoff.tiff,TRUE
020574R_20171030_2_2_1_csafe_tpashek.tiff,020574R_20171030_2_2_2_csafe_tpashek.tiff,TRUE
020544L_20180228_2_1_1_csafe_boekhoff.tiff,020544L_20180228_2_1_2_csafe_boekhoff.tiff,TRUE
020544L_20180411_2_1_1_csafe_hanrahan.tiff,020544L_20180411_2_1_2_csafe_hanrahan.tiff,TRUE
020574R_20180124_2_2_2_csafe_tpashek.tiff,020574R_20180124_2_2_1_csafe_tpashek.tiff,TRUE
021345L_20180418_2_2_2_csafe_tpashek.tiff,021345L_20180418_2_2_1_csafe_tpashek.tiff,TRUE
021345L_20180228_2_1_2_csafe_boekhoff.tiff,021345L_20180228_2_1_1_csafe_boekhoff.tiff,TRUE
021345L_20180418_2_1_2_csafe_tpashek.tiff,021345L_20180418_2_1_1_csafe_tpashek.tiff,TRUE
021345L_20171030_2_1_1_csafe_tpashek.tiff,021345L_20171030_2_1_2_csafe_tpashek.tiff,TRUE
021345L_20180124_2_2_1_csafe_tpashek.tiff,021345L_20180124_2_2_2_csafe_tpashek.tiff,TRUE
021345L_20171030_2_2_2_csafe_tpashek.tiff,021345L_20171030_2_2_1_csafe_tpashek.tiff,TRUE
021667R_20180418_2_1_1_csafe_tpashek.tiff,021667R_20180418_2_1_2_csafe_tpashek.tiff,TRUE
021345L_20180124_2_1_2_csafe_tpashek.tiff,021345L_20180124_2_1_1_csafe_tpashek.tiff,TRUE
021667R_20180418_2_2_2_csafe_tpashek.tiff,021667R_20180418_2_2_1_csafe_tpashek.tiff,TRUE
021345L_20180228_2_2_2_csafe_boekhoff.tiff,021345L_20180228_2_2_1_csafe_boekhoff.tiff,TRUE
021667R_20180228_2_1_2_csafe_boekhoff.tiff,021667R_20180228_2_1_1_csafe_boekhoff.tiff,TRUE
021667R_20171030_2_1_1_csafe_tpashek.tiff,021667R_20171030_2_1_2_csafe_tpashek.tiff,TRUE
021667R_20180124_2_1_1_csafe_tpashek.tiff,021667R_20180124_2_1_2_csafe_tpashek.tiff,TRUE
021667R_20171030_2_2_1_csafe_tpashek.tiff,021667R_20171030_2_2_2_csafe_tpashek.tiff,TRUE
021667R_20180228_2_2_2_csafe_boekhoff.tiff,021667R_20180228_2_2_1_csafe_boekhoff.tiff,TRUE
